,County,State,County FIPS Code,Opioid Dispensing Rate per 100,year
64,"Jackson, AL",AL,1071,140.7,2012
65,"Jefferson, AL",AL,1073,141.2,2012
66,"Lamar, AL",AL,1075,50.6,2012
67,"Lauderdale, AL",AL,1077,170.4,2012
68,"Lawrence, AL",AL,1079,129.3,2012
69,"Lee, AL",AL,1081,80.0,2012
70,"Limestone, AL",AL,1083,76.5,2012
71,"Lowndes, AL",AL,1085,15.9,2012
72,"Macon, AL",AL,1087,62.3,2012
73,"Madison, AL",AL,1089,132.2,2012
74,"Marengo, AL",AL,1091,141.5,2012
75,"Marion, AL",AL,1093,228.7,2012
76,"Marshall, AL",AL,1095,240.4,2012
77,"Mobile, AL",AL,1097,163.4,2012
78,"Monroe, AL",AL,1099,130.4,2012
79,"Montgomery, AL",AL,1101,111.9,2012
80,"Morgan, AL",AL,1103,161.6,2012
81,"Perry, AL",AL,1105,–,2012
82,"Pickens, AL",AL,1107,126.4,2012
83,"Pike, AL",AL,1109,121.8,2012
84,"Randolph, AL",AL,1111,137.9,2012
85,"Russell, AL",AL,1113,155.2,2012
86,"St. Clair, AL",AL,1115,117.5,2012
87,"Shelby, AL",AL,1117,128.1,2012
88,"Sumter, AL",AL,1119,51.6,2012
89,"Talladega, AL",AL,1121,166.9,2012
90,"Tallapoosa, AL",AL,1123,110.1,2012
91,"Tuscaloosa, AL",AL,1125,126.8,2012
92,"Walker, AL",AL,1127,335.1,2012
93,"Washington, AL",AL,1129,38.6,2012
94,"Wilcox, AL",AL,1131,50.0,2012
95,"Winston, AL",AL,1133,205.2,2012
96,"Arkansas, AR",AR,5001,90.1,2012
97,"Ashley, AR",AR,5003,85.9,2012
98,"Baxter, AR",AR,5005,159.9,2012
99,"Benton, AR",AR,5007,96.8,2012
100,"Boone, AR",AR,5009,168.7,2012
101,"Bradley, AR",AR,5011,115.5,2012
102,"Calhoun, AR",AR,5013,111.8,2012
103,"Carroll, AR",AR,5015,79.5,2012
104,"Chicot, AR",AR,5017,60.6,2012
105,"Clark, AR",AR,5019,126.2,2012
106,"Clay, AR",AR,5021,70.0,2012
107,"Cleburne, AR",AR,5023,112.1,2012
108,"Cleveland, AR",AR,5025,–,2012
109,"Columbia, AR",AR,5027,136.1,2012
110,"Conway, AR",AR,5029,107.4,2012
111,"Craighead, AR",AR,5031,161.9,2012
112,"Crawford, AR",AR,5033,184.6,2012
113,"Crittenden, AR",AR,5035,101.9,2012
114,"Cross, AR",AR,5037,116.1,2012
115,"Dallas, AR",AR,5039,116.7,2012
116,"Desha, AR",AR,5041,129.7,2012
117,"Drew, AR",AR,5043,114.0,2012
118,"Faulkner, AR",AR,5045,106.4,2012
119,"Franklin, AR",AR,5047,34.3,2012
120,"Fulton, AR",AR,5049,111.2,2012
121,"Garland, AR",AR,5051,215.7,2012
122,"Grant, AR",AR,5053,28.2,2012
123,"Greene, AR",AR,5055,175.6,2012
124,"Hempstead, AR",AR,5057,154.6,2012
125,"Hot Spring, AR",AR,5059,117.7,2012
126,"Howard, AR",AR,5061,167.0,2012
127,"Independence, AR",AR,5063,218.0,2012
128,"Izard, AR",AR,5065,108.0,2012
129,"Jackson, AR",AR,5067,169.1,2012
130,"Jefferson, AR",AR,5069,91.3,2012
131,"Johnson, AR",AR,5071,89.0,2012
132,"Lafayette, AR",AR,5073,–,2012
133,"Lawrence, AR",AR,5075,39.6,2012
134,"Lee, AR",AR,5077,–,2012
135,"Lincoln, AR",AR,5079,46.4,2012
136,"Little River, AR",AR,5081,119.5,2012
137,"Logan, AR",AR,5083,31.9,2012
138,"Lonoke, AR",AR,5085,121.0,2012
139,"Madison, AR",AR,5087,43.8,2012
140,"Marion, AR",AR,5089,69.7,2012
141,"Miller, AR",AR,5091,134.3,2012
142,"Mississippi, AR",AR,5093,113.7,2012
143,"Monroe, AR",AR,5095,32.2,2012
144,"Montgomery, AR",AR,5097,112.2,2012
145,"Nevada, AR",AR,5099,15.5,2012
146,"Newton, AR",AR,5101,–,2012
147,"Ouachita, AR",AR,5103,124.1,2012
148,"Perry, AR",AR,5105,99.3,2012
149,"Phillips, AR",AR,5107,177.1,2012
150,"Pike, AR",AR,5109,–,2012
151,"Poinsett, AR",AR,5111,86.9,2012
152,"Polk, AR",AR,5113,83.3,2012
153,"Pope, AR",AR,5115,157.1,2012
154,"Prairie, AR",AR,5117,119.3,2012
155,"Pulaski, AR",AR,5119,119.1,2012
156,"Randolph, AR",AR,5121,108.2,2012
157,"St. Francis, AR",AR,5123,86.1,2012
158,"Saline, AR",AR,5125,106.4,2012
159,"Scott, AR",AR,5127,106.6,2012
160,"Searcy, AR",AR,5129,118.6,2012
161,"Sebastian, AR",AR,5131,229.4,2012
162,"Sevier, AR",AR,5133,27.7,2012
163,"Sharp, AR",AR,5135,94.5,2012
164,"Stone, AR",AR,5137,76.7,2012
165,"Union, AR",AR,5139,127.8,2012
166,"Van Buren, AR",AR,5141,85.1,2012
167,"Washington, AR",AR,5143,116.3,2012
168,"White, AR",AR,5145,133.0,2012
169,"Woodruff, AR",AR,5147,46.1,2012
170,"Yell, AR",AR,5149,30.5,2012
171,"Apache, AZ",AZ,4001,21.5,2012
172,"Cochise, AZ",AZ,4003,87.4,2012
173,"Coconino, AZ",AZ,4005,58.5,2012
174,"Gila, AZ",AZ,4007,135.8,2012
175,"Graham, AZ",AZ,4009,123.6,2012
176,"Greenlee, AZ",AZ,4011,–,2012
177,"La Paz, AZ",AZ,4012,85.9,2012
178,"Maricopa, AZ",AZ,4013,83.6,2012
179,"Mohave, AZ",AZ,4015,144.6,2012
180,"Navajo, AZ",AZ,4017,76.1,2012
181,"Pima, AZ",AZ,4019,94.0,2012
182,"Pinal, AZ",AZ,4021,66.2,2012
183,"Santa Cruz, AZ",AZ,4023,24.8,2012
184,"Yavapai, AZ",AZ,4025,116.2,2012
185,"Yuma, AZ",AZ,4027,61.8,2012
186,"Alameda, CA",CA,6001,43.0,2012
187,"Alpine, CA",CA,6003,–,2012
188,"Amador, CA",CA,6005,139.0,2012
189,"Butte, CA",CA,6007,164.4,2012
190,"Calaveras, CA",CA,6009,100.2,2012
191,"Colusa, CA",CA,6011,54.6,2012
192,"Contra Costa, CA",CA,6013,59.6,2012
193,"Del Norte, CA",CA,6015,171.4,2012
194,"El Dorado, CA",CA,6017,79.6,2012
195,"Fresno, CA",CA,6019,71.3,2012
196,"Glenn, CA",CA,6021,83.2,2012
197,"Humboldt, CA",CA,6023,138.6,2012
198,"Imperial, CA",CA,6025,56.2,2012
199,"Inyo, CA",CA,6027,72.8,2012
200,"Kern, CA",CA,6029,68.3,2012
201,"Kings, CA",CA,6031,87.9,2012
202,"Lake, CA",CA,6033,176.4,2012
203,"Lassen, CA",CA,6035,112.6,2012
204,"Los Angeles, CA",CA,6037,41.8,2012
205,"Madera, CA",CA,6039,63.0,2012
206,"Marin, CA",CA,6041,51.9,2012
207,"Mariposa, CA",CA,6043,78.8,2012
208,"Mendocino, CA",CA,6045,137.2,2012
209,"Merced, CA",CA,6047,74.7,2012
210,"Modoc, CA",CA,6049,138.8,2012
211,"Mono, CA",CA,6051,57.6,2012
212,"Monterey, CA",CA,6053,68.7,2012
213,"Napa, CA",CA,6055,50.5,2012
214,"Nevada, CA",CA,6057,110.0,2012
215,"Orange, CA",CA,6059,51.8,2012
216,"Placer, CA",CA,6061,75.2,2012
217,"Plumas, CA",CA,6063,117.5,2012
218,"Riverside, CA",CA,6065,56.9,2012
219,"Sacramento, CA",CA,6067,65.2,2012
220,"San Benito, CA",CA,6069,46.2,2012
221,"San Bernardino, CA",CA,6071,56.8,2012
222,"San Diego, CA",CA,6073,49.1,2012
223,"San Francisco, CA",CA,6075,44.5,2012
224,"San Joaquin, CA",CA,6077,70.4,2012
225,"San Luis Obispo, CA",CA,6079,85.7,2012
226,"San Mateo, CA",CA,6081,40.3,2012
227,"Santa Barbara, CA",CA,6083,67.3,2012
228,"Santa Clara, CA",CA,6085,32.3,2012
229,"Santa Cruz, CA",CA,6087,78.8,2012
230,"Shasta, CA",CA,6089,163.6,2012
231,"Sierra, CA",CA,6091,18.3,2012
232,"Siskiyou, CA",CA,6093,121.3,2012
233,"Solano, CA",CA,6095,58.2,2012
234,"Sonoma, CA",CA,6097,72.3,2012
235,"Stanislaus, CA",CA,6099,112.4,2012
236,"Sutter, CA",CA,6101,139.5,2012
237,"Tehama, CA",CA,6103,126.9,2012
238,"Trinity, CA",CA,6105,126.7,2012
239,"Tulare, CA",CA,6107,88.9,2012
240,"Tuolumne, CA",CA,6109,181.9,2012
241,"Ventura, CA",CA,6111,63.6,2012
242,"Yolo, CA",CA,6113,65.4,2012
243,"Yuba, CA",CA,6115,108.0,2012
244,"Adams, CO",CO,8001,61.9,2012
245,"Alamosa, CO",CO,8003,225.8,2012
246,"Arapahoe, CO",CO,8005,66.5,2012
247,"Archuleta, CO",CO,8007,70.4,2012
248,"Baca, CO",CO,8009,99.9,2012
249,"Bent, CO",CO,8011,57.9,2012
250,"Boulder, CO",CO,8013,59.9,2012
251,"Broomfield, CO",CO,8014,70.2,2012
252,"Chaffee, CO",CO,8015,116.4,2012
253,"Cheyenne, CO",CO,8017,68.2,2012
254,"Clear Creek, CO",CO,8019,41.2,2012
255,"Conejos, CO",CO,8021,–,2012
256,"Costilla, CO",CO,8023,–,2012
257,"Crowley, CO",CO,8025,36.3,2012
258,"Custer, CO",CO,8027,–,2012
259,"Delta, CO",CO,8029,103.4,2012
260,"Denver, CO",CO,8031,50.4,2012
261,"Dolores, CO",CO,8033,–,2012
262,"Douglas, CO",CO,8035,58.5,2012
263,"Eagle, CO",CO,8037,49.7,2012
264,"Elbert, CO",CO,8039,34.8,2012
265,"El Paso, CO",CO,8041,78.2,2012
266,"Fremont, CO",CO,8043,85.5,2012
267,"Garfield, CO",CO,8045,95.6,2012
268,"Gilpin, CO",CO,8047,–,2012
269,"Grand, CO",CO,8049,55.7,2012
270,"Gunnison, CO",CO,8051,59.5,2012
271,"Hinsdale, CO",CO,8053,–,2012
272,"Huerfano, CO",CO,8055,117.3,2012
273,"Jackson, CO",CO,8057,–,2012
274,"Jefferson, CO",CO,8059,86.4,2012
275,"Kiowa, CO",CO,8061,114.4,2012
276,"Kit Carson, CO",CO,8063,–,2012
277,"Lake, CO",CO,8065,86.4,2012
278,"La Plata, CO",CO,8067,79.7,2012
279,"Larimer, CO",CO,8069,84.2,2012
280,"Las Animas, CO",CO,8071,121.4,2012
281,"Lincoln, CO",CO,8073,–,2012
282,"Logan, CO",CO,8075,101.1,2012
283,"Mesa, CO",CO,8077,91.7,2012
284,"Mineral, CO",CO,8079,–,2012
285,"Moffat, CO",CO,8081,186.7,2012
286,"Montezuma, CO",CO,8083,97.4,2012
287,"Montrose, CO",CO,8085,107.6,2012
288,"Morgan, CO",CO,8087,96.7,2012
289,"Otero, CO",CO,8089,137.0,2012
290,"Ouray, CO",CO,8091,46.4,2012
291,"Park, CO",CO,8093,11.7,2012
292,"Phillips, CO",CO,8095,33.8,2012
293,"Pitkin, CO",CO,8097,17.4,2012
294,"Prowers, CO",CO,8099,99.4,2012
295,"Pueblo, CO",CO,8101,141.7,2012
296,"Rio Blanco, CO",CO,8103,40.2,2012
297,"Rio Grande, CO",CO,8105,59.3,2012
298,"Routt, CO",CO,8107,81.5,2012
299,"Saguache, CO",CO,8109,–,2012
300,"San Juan, CO",CO,8111,–,2012
301,"San Miguel, CO",CO,8113,43.7,2012
302,"Sedgwick, CO",CO,8115,79.4,2012
303,"Summit, CO",CO,8117,82.0,2012
304,"Teller, CO",CO,8119,122.2,2012
305,"Washington, CO",CO,8121,–,2012
306,"Weld, CO",CO,8123,75.6,2012
307,"Yuma, CO",CO,8125,84.4,2012
308,"Fairfield, CT",CT,9001,54.5,2012
309,"Hartford, CT",CT,9003,70.2,2012
310,"Litchfield, CT",CT,9005,73.9,2012
311,"Middlesex, CT",CT,9007,72.5,2012
312,"New Haven, CT",CT,9009,79.4,2012
313,"New London, CT",CT,9011,81.3,2012
314,"Tolland, CT",CT,9013,55.4,2012
315,"Windham, CT",CT,9015,84.6,2012
316,"District of Columbia, DC",DC,11001,40.3,2012
317,"Kent, DE",DE,10001,87.4,2012
318,"New Castle, DE",DE,10003,85.4,2012
319,"Sussex, DE",DE,10005,122.6,2012
320,"Alachua, FL",FL,12001,78.2,2012
321,"Baker, FL",FL,12003,142.0,2012
322,"Bay, FL",FL,12005,124.2,2012
323,"Bradford, FL",FL,12007,113.4,2012
324,"Brevard, FL",FL,12009,98.6,2012
325,"Broward, FL",FL,12011,58.8,2012
326,"Calhoun, FL",FL,12013,71.3,2012
327,"Charlotte, FL",FL,12015,92.3,2012
328,"Citrus, FL",FL,12017,110.4,2012
329,"Clay, FL",FL,12019,106.5,2012
330,"Collier, FL",FL,12021,66.3,2012
331,"Columbia, FL",FL,12023,125.0,2012
332,"DeSoto, FL",FL,12027,59.5,2012
333,"Dixie, FL",FL,12029,39.2,2012
334,"Duval, FL",FL,12031,99.0,2012
335,"Escambia, FL",FL,12033,130.1,2012
336,"Flagler, FL",FL,12035,89.3,2012
337,"Franklin, FL",FL,12037,96.2,2012
338,"Gadsden, FL",FL,12039,65.9,2012
339,"Gilchrist, FL",FL,12041,40.1,2012
340,"Glades, FL",FL,12043,5.3,2012
341,"Gulf, FL",FL,12045,135.6,2012
342,"Hamilton, FL",FL,12047,45.0,2012
343,"Hardee, FL",FL,12049,52.4,2012
344,"Hendry, FL",FL,12051,78.2,2012
345,"Hernando, FL",FL,12053,118.8,2012
346,"Highlands, FL",FL,12055,78.7,2012
347,"Hillsborough, FL",FL,12057,79.6,2012
348,"Holmes, FL",FL,12059,108.0,2012
349,"Indian River, FL",FL,12061,98.5,2012
350,"Jackson, FL",FL,12063,120.7,2012
351,"Jefferson, FL",FL,12065,62.2,2012
352,"Lafayette, FL",FL,12067,61.1,2012
353,"Lake, FL",FL,12069,87.1,2012
354,"Lee, FL",FL,12071,74.8,2012
355,"Leon, FL",FL,12073,73.4,2012
356,"Levy, FL",FL,12075,129.4,2012
357,"Liberty, FL",FL,12077,46.4,2012
358,"Madison, FL",FL,12079,81.8,2012
359,"Manatee, FL",FL,12081,89.0,2012
360,"Marion, FL",FL,12083,91.1,2012
361,"Martin, FL",FL,12085,81.8,2012
362,"Miami-Dade, FL",FL,12086,34.6,2012
363,"Monroe, FL",FL,12087,99.0,2012
364,"Nassau, FL",FL,12089,123.1,2012
365,"Okaloosa, FL",FL,12091,102.7,2012
366,"Okeechobee, FL",FL,12093,117.0,2012
367,"Orange, FL",FL,12095,58.0,2012
368,"Osceola, FL",FL,12097,74.3,2012
369,"Palm Beach, FL",FL,12099,66.9,2012
370,"Pasco, FL",FL,12101,102.5,2012
371,"Pinellas, FL",FL,12103,94.4,2012
372,"Polk, FL",FL,12105,79.0,2012
373,"Putnam, FL",FL,12107,117.1,2012
374,"St. Johns, FL",FL,12109,69.1,2012
375,"St. Lucie, FL",FL,12111,73.9,2012
376,"Santa Rosa, FL",FL,12113,125.5,2012
377,"Sarasota, FL",FL,12115,90.5,2012
378,"Seminole, FL",FL,12117,67.4,2012
379,"Sumter, FL",FL,12119,73.9,2012
380,"Suwannee, FL",FL,12121,90.3,2012
381,"Taylor, FL",FL,12123,133.6,2012
382,"Union, FL",FL,12125,67.9,2012
383,"Volusia, FL",FL,12127,91.3,2012
384,"Wakulla, FL",FL,12129,97.7,2012
385,"Walton, FL",FL,12131,100.3,2012
386,"Washington, FL",FL,12133,169.9,2012
387,"Appling, GA",GA,13001,130.3,2012
388,"Atkinson, GA",GA,13003,75.9,2012
389,"Bacon, GA",GA,13005,175.3,2012
390,"Baker, GA",GA,13007,–,2012
391,"Baldwin, GA",GA,13009,120.4,2012
392,"Banks, GA",GA,13011,60.2,2012
393,"Barrow, GA",GA,13013,97.4,2012
394,"Bartow, GA",GA,13015,120.5,2012
395,"Ben Hill, GA",GA,13017,179.8,2012
396,"Berrien, GA",GA,13019,95.8,2012
397,"Bibb, GA",GA,13021,162.3,2012
398,"Bleckley, GA",GA,13023,153.3,2012
399,"Brantley, GA",GA,13025,64.4,2012
400,"Brooks, GA",GA,13027,116.0,2012
401,"Bryan, GA",GA,13029,97.2,2012
402,"Bulloch, GA",GA,13031,88.3,2012
403,"Burke, GA",GA,13033,87.8,2012
404,"Butts, GA",GA,13035,94.9,2012
405,"Calhoun, GA",GA,13037,–,2012
406,"Camden, GA",GA,13039,83.7,2012
407,"Candler, GA",GA,13043,146.4,2012
408,"Carroll, GA",GA,13045,139.8,2012
409,"Catoosa, GA",GA,13047,185.9,2012
410,"Charlton, GA",GA,13049,95.0,2012
411,"Chatham, GA",GA,13051,96.8,2012
412,"Chattahoochee, GA",GA,13053,–,2012
413,"Chattooga, GA",GA,13055,159.3,2012
414,"Cherokee, GA",GA,13057,77.2,2012
415,"Clarke, GA",GA,13059,130.2,2012
416,"Clay, GA",GA,13061,108.8,2012
417,"Clayton, GA",GA,13063,54.5,2012
418,"Clinch, GA",GA,13065,143.2,2012
419,"Cobb, GA",GA,13067,73.0,2012
420,"Coffee, GA",GA,13069,176.9,2012
421,"Colquitt, GA",GA,13071,79.6,2012
422,"Columbia, GA",GA,13073,93.2,2012
423,"Cook, GA",GA,13075,121.1,2012
424,"Coweta, GA",GA,13077,94.5,2012
425,"Crawford, GA",GA,13079,–,2012
426,"Crisp, GA",GA,13081,174.7,2012
427,"Dade, GA",GA,13083,112.7,2012
428,"Dawson, GA",GA,13085,170.1,2012
429,"Decatur, GA",GA,13087,148.1,2012
430,"DeKalb, GA",GA,13089,49.4,2012
431,"Dodge, GA",GA,13091,107.9,2012
432,"Dooly, GA",GA,13093,–,2012
433,"Dougherty, GA",GA,13095,132.8,2012
434,"Douglas, GA",GA,13097,104.7,2012
435,"Early, GA",GA,13099,104.3,2012
436,"Echols, GA",GA,13101,–,2012
437,"Effingham, GA",GA,13103,77.9,2012
438,"Elbert, GA",GA,13105,136.8,2012
439,"Emanuel, GA",GA,13107,116.0,2012
440,"Evans, GA",GA,13109,169.2,2012
441,"Fannin, GA",GA,13111,140.2,2012
442,"Fayette, GA",GA,13113,86.1,2012
443,"Floyd, GA",GA,13115,176.4,2012
444,"Forsyth, GA",GA,13117,65.5,2012
445,"Franklin, GA",GA,13119,163.9,2012
446,"Fulton, GA",GA,13121,54.1,2012
447,"Gilmer, GA",GA,13123,154.2,2012
448,"Glascock, GA",GA,13125,–,2012
449,"Glynn, GA",GA,13127,118.8,2012
450,"Gordon, GA",GA,13129,154.5,2012
451,"Grady, GA",GA,13131,74.8,2012
452,"Greene, GA",GA,13133,133.4,2012
453,"Gwinnett, GA",GA,13135,55.0,2012
454,"Habersham, GA",GA,13137,127.4,2012
455,"Hall, GA",GA,13139,103.9,2012
456,"Hancock, GA",GA,13141,53.7,2012
457,"Haralson, GA",GA,13143,241.9,2012
458,"Harris, GA",GA,13145,7.7,2012
459,"Hart, GA",GA,13147,124.0,2012
460,"Heard, GA",GA,13149,–,2012
461,"Henry, GA",GA,13151,89.5,2012
462,"Houston, GA",GA,13153,114.6,2012
463,"Irwin, GA",GA,13155,57.9,2012
464,"Jackson, GA",GA,13157,120.9,2012
465,"Jasper, GA",GA,13159,57.3,2012
466,"Jeff Davis, GA",GA,13161,115.0,2012
467,"Jefferson, GA",GA,13163,133.2,2012
468,"Jenkins, GA",GA,13165,36.0,2012
469,"Johnson, GA",GA,13167,39.6,2012
470,"Jones, GA",GA,13169,48.3,2012
471,"Lamar, GA",GA,13171,97.2,2012
472,"Lanier, GA",GA,13173,–,2012
473,"Laurens, GA",GA,13175,169.0,2012
474,"Lee, GA",GA,13177,49.7,2012
475,"Liberty, GA",GA,13179,59.3,2012
476,"Lincoln, GA",GA,13181,–,2012
477,"Long, GA",GA,13183,–,2012
478,"Lowndes, GA",GA,13185,120.7,2012
479,"Lumpkin, GA",GA,13187,90.8,2012
480,"McDuffie, GA",GA,13189,170.8,2012
481,"McIntosh, GA",GA,13191,98.9,2012
482,"Macon, GA",GA,13193,60.0,2012
483,"Madison, GA",GA,13195,126.3,2012
484,"Marion, GA",GA,13197,–,2012
485,"Meriwether, GA",GA,13199,46.7,2012
486,"Miller, GA",GA,13201,140.1,2012
487,"Mitchell, GA",GA,13205,101.7,2012
488,"Monroe, GA",GA,13207,64.6,2012
489,"Montgomery, GA",GA,13209,–,2012
490,"Morgan, GA",GA,13211,63.3,2012
491,"Murray, GA",GA,13213,118.6,2012
492,"Muscogee, GA",GA,13215,110.0,2012
493,"Newton, GA",GA,13217,104.4,2012
494,"Oconee, GA",GA,13219,64.6,2012
495,"Oglethorpe, GA",GA,13221,–,2012
496,"Paulding, GA",GA,13223,69.4,2012
497,"Peach, GA",GA,13225,96.8,2012
498,"Pickens, GA",GA,13227,148.1,2012
499,"Pierce, GA",GA,13229,48.2,2012
500,"Pike, GA",GA,13231,–,2012
501,"Polk, GA",GA,13233,204.2,2012
502,"Pulaski, GA",GA,13235,99.5,2012
503,"Putnam, GA",GA,13237,74.3,2012
504,"Quitman, GA",GA,13239,–,2012
505,"Rabun, GA",GA,13241,163.0,2012
506,"Randolph, GA",GA,13243,183.1,2012
507,"Richmond, GA",GA,13245,110.4,2012
508,"Rockdale, GA",GA,13247,85.6,2012
509,"Schley, GA",GA,13249,–,2012
510,"Screven, GA",GA,13251,44.2,2012
511,"Seminole, GA",GA,13253,152.8,2012
512,"Spalding, GA",GA,13255,164.2,2012
513,"Stephens, GA",GA,13257,189.3,2012
514,"Stewart, GA",GA,13259,68.8,2012
515,"Sumter, GA",GA,13261,97.5,2012
516,"Talbot, GA",GA,13263,–,2012
517,"Taliaferro, GA",GA,13265,–,2012
518,"Tattnall, GA",GA,13267,61.7,2012
519,"Taylor, GA",GA,13269,47.7,2012
520,"Telfair, GA",GA,13271,52.5,2012
521,"Terrell, GA",GA,13273,57.1,2012
522,"Thomas, GA",GA,13275,110.8,2012
523,"Tift, GA",GA,13277,156.6,2012
524,"Toombs, GA",GA,13279,189.3,2012
525,"Towns, GA",GA,13281,116.2,2012
526,"Treutlen, GA",GA,13283,–,2012
527,"Troup, GA",GA,13285,139.8,2012
528,"Turner, GA",GA,13287,79.3,2012
529,"Twiggs, GA",GA,13289,–,2012
530,"Union, GA",GA,13291,171.6,2012
531,"Upson, GA",GA,13293,145.2,2012
532,"Walker, GA",GA,13295,47.1,2012
533,"Walton, GA",GA,13297,126.8,2012
534,"Ware, GA",GA,13299,215.0,2012
535,"Warren, GA",GA,13301,–,2012
536,"Washington, GA",GA,13303,102.0,2012
537,"Wayne, GA",GA,13305,167.2,2012
538,"Webster, GA",GA,13307,–,2012
539,"Wheeler, GA",GA,13309,–,2012
540,"White, GA",GA,13311,94.4,2012
541,"Whitfield, GA",GA,13313,106.7,2012
542,"Wilcox, GA",GA,13315,–,2012
543,"Wilkes, GA",GA,13317,170.5,2012
544,"Wilkinson, GA",GA,13319,–,2012
545,"Worth, GA",GA,13321,96.2,2012
546,"Hawaii, HI",HI,15001,85.8,2012
547,"Honolulu, HI",HI,15003,38.9,2012
548,"Kalawao, HI",HI,15005,–,2012
549,"Kauai, HI",HI,15007,71.6,2012
550,"Maui, HI",HI,15009,69.7,2012
551,"Adair, IA",IA,19001,38.9,2012
552,"Adams, IA",IA,19003,–,2012
553,"Allamakee, IA",IA,19005,59.0,2012
554,"Appanoose, IA",IA,19007,123.4,2012
555,"Audubon, IA",IA,19009,37.7,2012
556,"Benton, IA",IA,19011,4.3,2012
557,"Black Hawk, IA",IA,19013,93.1,2012
558,"Boone, IA",IA,19015,65.0,2012
559,"Bremer, IA",IA,19017,45.8,2012
560,"Buchanan, IA",IA,19019,36.1,2012
561,"Buena Vista, IA",IA,19021,47.9,2012
562,"Butler, IA",IA,19023,38.6,2012
563,"Calhoun, IA",IA,19025,47.2,2012
564,"Carroll, IA",IA,19027,121.4,2012
565,"Cass, IA",IA,19029,119.3,2012
566,"Cedar, IA",IA,19031,20.5,2012
567,"Cerro Gordo, IA",IA,19033,125.5,2012
568,"Cherokee, IA",IA,19035,63.4,2012
569,"Chickasaw, IA",IA,19037,37.1,2012
570,"Clarke, IA",IA,19039,92.3,2012
571,"Clay, IA",IA,19041,118.8,2012
572,"Clayton, IA",IA,19043,37.0,2012
573,"Clinton, IA",IA,19045,83.7,2012
574,"Crawford, IA",IA,19047,64.2,2012
575,"Dallas, IA",IA,19049,24.1,2012
576,"Davis, IA",IA,19051,58.1,2012
577,"Decatur, IA",IA,19053,–,2012
578,"Delaware, IA",IA,19055,55.1,2012
