,County,State,County FIPS Code,Opioid Dispensing Rate per 100,year
47,"Coosa, AL",AL,1037,26.8,2015
48,"Covington, AL",AL,1039,198.8,2015
49,"Crenshaw, AL",AL,1041,94.0,2015
50,"Cullman, AL",AL,1043,172.0,2015
51,"Dale, AL",AL,1045,63.8,2015
52,"Dallas, AL",AL,1047,115.7,2015
53,"DeKalb, AL",AL,1049,117.6,2015
54,"Elmore, AL",AL,1051,113.1,2015
55,"Escambia, AL",AL,1053,174.3,2015
56,"Etowah, AL",AL,1055,171.9,2015
57,"Fayette, AL",AL,1057,162.0,2015
58,"Franklin, AL",AL,1059,222.4,2015
59,"Geneva, AL",AL,1061,56.4,2015
60,"Greene, AL",AL,1063,78.7,2015
61,"Hale, AL",AL,1065,85.1,2015
62,"Henry, AL",AL,1067,49.2,2015
63,"Houston, AL",AL,1069,146.6,2015
64,"Jackson, AL",AL,1071,117.3,2015
65,"Jefferson, AL",AL,1073,123.4,2015
66,"Lamar, AL",AL,1075,107.9,2015
67,"Lauderdale, AL",AL,1077,140.2,2015
68,"Lawrence, AL",AL,1079,126.2,2015
69,"Lee, AL",AL,1081,63.2,2015
70,"Limestone, AL",AL,1083,70.2,2015
71,"Lowndes, AL",AL,1085,0.4,2015
72,"Macon, AL",AL,1087,62.3,2015
73,"Madison, AL",AL,1089,117.4,2015
74,"Marengo, AL",AL,1091,130.8,2015
75,"Marion, AL",AL,1093,192.9,2015
76,"Marshall, AL",AL,1095,200.4,2015
77,"Mobile, AL",AL,1097,143.0,2015
78,"Monroe, AL",AL,1099,134.5,2015
79,"Montgomery, AL",AL,1101,87.0,2015
80,"Morgan, AL",AL,1103,138.0,2015
81,"Perry, AL",AL,1105,4.0,2015
82,"Pickens, AL",AL,1107,98.9,2015
83,"Pike, AL",AL,1109,104.7,2015
84,"Randolph, AL",AL,1111,112.1,2015
85,"Russell, AL",AL,1113,117.9,2015
86,"St. Clair, AL",AL,1115,107.6,2015
87,"Shelby, AL",AL,1117,103.4,2015
88,"Sumter, AL",AL,1119,41.3,2015
89,"Talladega, AL",AL,1121,140.1,2015
90,"Tallapoosa, AL",AL,1123,103.1,2015
91,"Tuscaloosa, AL",AL,1125,114.0,2015
92,"Walker, AL",AL,1127,249.9,2015
93,"Washington, AL",AL,1129,37.8,2015
94,"Wilcox, AL",AL,1131,63.5,2015
95,"Winston, AL",AL,1133,169.3,2015
96,"Arkansas, AR",AR,5001,84.3,2015
97,"Ashley, AR",AR,5003,120.7,2015
98,"Baxter, AR",AR,5005,140.5,2015
99,"Benton, AR",AR,5007,93.2,2015
100,"Boone, AR",AR,5009,169.5,2015
101,"Bradley, AR",AR,5011,129.3,2015
102,"Calhoun, AR",AR,5013,88.7,2015
103,"Carroll, AR",AR,5015,72.2,2015
104,"Chicot, AR",AR,5017,85.4,2015
105,"Clark, AR",AR,5019,99.7,2015
106,"Clay, AR",AR,5021,144.2,2015
107,"Cleburne, AR",AR,5023,111.9,2015
108,"Cleveland, AR",AR,5025,0.6,2015
109,"Columbia, AR",AR,5027,116.6,2015
110,"Conway, AR",AR,5029,133.7,2015
111,"Craighead, AR",AR,5031,164.4,2015
112,"Crawford, AR",AR,5033,164.7,2015
113,"Crittenden, AR",AR,5035,106.5,2015
114,"Cross, AR",AR,5037,128.1,2015
115,"Dallas, AR",AR,5039,106.5,2015
116,"Desha, AR",AR,5041,163.3,2015
117,"Drew, AR",AR,5043,116.6,2015
118,"Faulkner, AR",AR,5045,97.4,2015
119,"Franklin, AR",AR,5047,29.5,2015
120,"Fulton, AR",AR,5049,93.7,2015
121,"Garland, AR",AR,5051,182.5,2015
122,"Grant, AR",AR,5053,80.9,2015
123,"Greene, AR",AR,5055,174.4,2015
124,"Hempstead, AR",AR,5057,119.6,2015
125,"Hot Spring, AR",AR,5059,104.3,2015
126,"Howard, AR",AR,5061,170.8,2015
127,"Independence, AR",AR,5063,164.7,2015
128,"Izard, AR",AR,5065,76.7,2015
129,"Jackson, AR",AR,5067,148.4,2015
130,"Jefferson, AR",AR,5069,112.4,2015
131,"Johnson, AR",AR,5071,136.0,2015
132,"Lafayette, AR",AR,5073,1.7,2015
133,"Lawrence, AR",AR,5075,39.5,2015
134,"Lee, AR",AR,5077,51.3,2015
135,"Lincoln, AR",AR,5079,81.8,2015
136,"Little River, AR",AR,5081,163.8,2015
137,"Logan, AR",AR,5083,39.8,2015
138,"Lonoke, AR",AR,5085,110.1,2015
139,"Madison, AR",AR,5087,79.7,2015
140,"Marion, AR",AR,5089,85.4,2015
141,"Miller, AR",AR,5091,129.7,2015
142,"Mississippi, AR",AR,5093,137.0,2015
143,"Monroe, AR",AR,5095,102.8,2015
144,"Montgomery, AR",AR,5097,108.4,2015
145,"Nevada, AR",AR,5099,–,2015
146,"Newton, AR",AR,5101,1.8,2015
147,"Ouachita, AR",AR,5103,142.5,2015
148,"Perry, AR",AR,5105,48.3,2015
149,"Phillips, AR",AR,5107,161.4,2015
150,"Pike, AR",AR,5109,4.7,2015
151,"Poinsett, AR",AR,5111,98.4,2015
152,"Polk, AR",AR,5113,123.3,2015
153,"Pope, AR",AR,5115,134.1,2015
154,"Prairie, AR",AR,5117,88.6,2015
155,"Pulaski, AR",AR,5119,111.6,2015
156,"Randolph, AR",AR,5121,114.4,2015
157,"St. Francis, AR",AR,5123,92.4,2015
158,"Saline, AR",AR,5125,96.9,2015
159,"Scott, AR",AR,5127,155.5,2015
160,"Searcy, AR",AR,5129,86.0,2015
161,"Sebastian, AR",AR,5131,174.6,2015
162,"Sevier, AR",AR,5133,65.2,2015
163,"Sharp, AR",AR,5135,147.0,2015
164,"Stone, AR",AR,5137,159.5,2015
165,"Union, AR",AR,5139,136.3,2015
166,"Van Buren, AR",AR,5141,109.0,2015
167,"Washington, AR",AR,5143,101.6,2015
168,"White, AR",AR,5145,125.3,2015
169,"Woodruff, AR",AR,5147,4.7,2015
170,"Yell, AR",AR,5149,69.3,2015
171,"Apache, AZ",AZ,4001,18.8,2015
172,"Cochise, AZ",AZ,4003,83.5,2015
173,"Coconino, AZ",AZ,4005,56.2,2015
174,"Gila, AZ",AZ,4007,116.3,2015
175,"Graham, AZ",AZ,4009,99.2,2015
176,"Greenlee, AZ",AZ,4011,0.5,2015
177,"La Paz, AZ",AZ,4012,82.6,2015
178,"Maricopa, AZ",AZ,4013,73.7,2015
179,"Mohave, AZ",AZ,4015,133.9,2015
180,"Navajo, AZ",AZ,4017,70.3,2015
181,"Pima, AZ",AZ,4019,79.4,2015
182,"Pinal, AZ",AZ,4021,63.2,2015
183,"Santa Cruz, AZ",AZ,4023,24.8,2015
184,"Yavapai, AZ",AZ,4025,104.5,2015
185,"Yuma, AZ",AZ,4027,58.0,2015
186,"Alameda, CA",CA,6001,33.6,2015
187,"Alpine, CA",CA,6003,–,2015
188,"Amador, CA",CA,6005,114.7,2015
189,"Butte, CA",CA,6007,136.9,2015
190,"Calaveras, CA",CA,6009,92.2,2015
191,"Colusa, CA",CA,6011,41.2,2015
192,"Contra Costa, CA",CA,6013,45.8,2015
193,"Del Norte, CA",CA,6015,147.0,2015
194,"El Dorado, CA",CA,6017,68.8,2015
195,"Fresno, CA",CA,6019,59.6,2015
196,"Glenn, CA",CA,6021,66.8,2015
197,"Humboldt, CA",CA,6023,100.7,2015
198,"Imperial, CA",CA,6025,53.7,2015
199,"Inyo, CA",CA,6027,60.7,2015
200,"Kern, CA",CA,6029,62.4,2015
201,"Kings, CA",CA,6031,67.7,2015
202,"Lake, CA",CA,6033,137.0,2015
203,"Lassen, CA",CA,6035,93.4,2015
204,"Los Angeles, CA",CA,6037,35.3,2015
205,"Madera, CA",CA,6039,52.6,2015
206,"Marin, CA",CA,6041,39.4,2015
207,"Mariposa, CA",CA,6043,69.8,2015
208,"Mendocino, CA",CA,6045,118.2,2015
209,"Merced, CA",CA,6047,68.5,2015
210,"Modoc, CA",CA,6049,100.2,2015
211,"Mono, CA",CA,6051,54.0,2015
212,"Monterey, CA",CA,6053,55.6,2015
213,"Napa, CA",CA,6055,46.4,2015
214,"Nevada, CA",CA,6057,86.0,2015
215,"Orange, CA",CA,6059,43.9,2015
216,"Placer, CA",CA,6061,66.5,2015
217,"Plumas, CA",CA,6063,90.2,2015
218,"Riverside, CA",CA,6065,52.4,2015
219,"Sacramento, CA",CA,6067,53.8,2015
220,"San Benito, CA",CA,6069,50.4,2015
221,"San Bernardino, CA",CA,6071,54.8,2015
222,"San Diego, CA",CA,6073,42.7,2015
223,"San Francisco, CA",CA,6075,35.4,2015
224,"San Joaquin, CA",CA,6077,59.2,2015
225,"San Luis Obispo, CA",CA,6079,77.3,2015
226,"San Mateo, CA",CA,6081,33.2,2015
227,"Santa Barbara, CA",CA,6083,57.6,2015
228,"Santa Clara, CA",CA,6085,26.1,2015
229,"Santa Cruz, CA",CA,6087,62.3,2015
230,"Shasta, CA",CA,6089,132.5,2015
231,"Sierra, CA",CA,6091,28.7,2015
232,"Siskiyou, CA",CA,6093,124.0,2015
233,"Solano, CA",CA,6095,46.7,2015
234,"Sonoma, CA",CA,6097,58.0,2015
235,"Stanislaus, CA",CA,6099,90.8,2015
236,"Sutter, CA",CA,6101,108.8,2015
237,"Tehama, CA",CA,6103,103.9,2015
238,"Trinity, CA",CA,6105,110.2,2015
239,"Tulare, CA",CA,6107,68.8,2015
240,"Tuolumne, CA",CA,6109,126.4,2015
241,"Ventura, CA",CA,6111,56.7,2015
242,"Yolo, CA",CA,6113,47.6,2015
243,"Yuba, CA",CA,6115,92.0,2015
244,"Adams, CO",CO,8001,56.6,2015
245,"Alamosa, CO",CO,8003,165.5,2015
246,"Arapahoe, CO",CO,8005,63.6,2015
247,"Archuleta, CO",CO,8007,77.6,2015
248,"Baca, CO",CO,8009,81.2,2015
249,"Bent, CO",CO,8011,65.5,2015
250,"Boulder, CO",CO,8013,51.3,2015
251,"Broomfield, CO",CO,8014,55.4,2015
252,"Chaffee, CO",CO,8015,97.9,2015
253,"Cheyenne, CO",CO,8017,73.0,2015
254,"Clear Creek, CO",CO,8019,36.1,2015
255,"Conejos, CO",CO,8021,1.3,2015
256,"Costilla, CO",CO,8023,–,2015
257,"Crowley, CO",CO,8025,32.3,2015
258,"Custer, CO",CO,8027,–,2015
259,"Delta, CO",CO,8029,90.4,2015
260,"Denver, CO",CO,8031,44.3,2015
261,"Dolores, CO",CO,8033,–,2015
262,"Douglas, CO",CO,8035,54.9,2015
263,"Eagle, CO",CO,8037,48.6,2015
264,"Elbert, CO",CO,8039,35.1,2015
265,"El Paso, CO",CO,8041,72.5,2015
266,"Fremont, CO",CO,8043,76.4,2015
267,"Garfield, CO",CO,8045,86.2,2015
268,"Gilpin, CO",CO,8047,–,2015
269,"Grand, CO",CO,8049,47.4,2015
270,"Gunnison, CO",CO,8051,54.5,2015
271,"Hinsdale, CO",CO,8053,–,2015
272,"Huerfano, CO",CO,8055,77.7,2015
273,"Jackson, CO",CO,8057,–,2015
274,"Jefferson, CO",CO,8059,76.3,2015
275,"Kiowa, CO",CO,8061,131.5,2015
276,"Kit Carson, CO",CO,8063,42.6,2015
277,"Lake, CO",CO,8065,53.5,2015
278,"La Plata, CO",CO,8067,63.6,2015
279,"Larimer, CO",CO,8069,70.0,2015
280,"Las Animas, CO",CO,8071,135.6,2015
281,"Lincoln, CO",CO,8073,1.2,2015
282,"Logan, CO",CO,8075,90.9,2015
283,"Mesa, CO",CO,8077,86.2,2015
284,"Mineral, CO",CO,8079,–,2015
285,"Moffat, CO",CO,8081,109.8,2015
286,"Montezuma, CO",CO,8083,99.5,2015
287,"Montrose, CO",CO,8085,88.9,2015
288,"Morgan, CO",CO,8087,74.4,2015
289,"Otero, CO",CO,8089,111.4,2015
290,"Ouray, CO",CO,8091,39.9,2015
291,"Park, CO",CO,8093,0.0,2015
292,"Phillips, CO",CO,8095,33.2,2015
293,"Pitkin, CO",CO,8097,28.4,2015
294,"Prowers, CO",CO,8099,88.4,2015
295,"Pueblo, CO",CO,8101,116.5,2015
296,"Rio Blanco, CO",CO,8103,29.2,2015
297,"Rio Grande, CO",CO,8105,91.7,2015
298,"Routt, CO",CO,8107,69.3,2015
299,"Saguache, CO",CO,8109,–,2015
300,"San Juan, CO",CO,8111,–,2015
301,"San Miguel, CO",CO,8113,41.6,2015
302,"Sedgwick, CO",CO,8115,3.5,2015
303,"Summit, CO",CO,8117,66.1,2015
304,"Teller, CO",CO,8119,115.6,2015
305,"Washington, CO",CO,8121,–,2015
306,"Weld, CO",CO,8123,63.0,2015
307,"Yuma, CO",CO,8125,77.7,2015
308,"Fairfield, CT",CT,9001,48.2,2015
309,"Hartford, CT",CT,9003,62.7,2015
310,"Litchfield, CT",CT,9005,66.9,2015
311,"Middlesex, CT",CT,9007,70.5,2015
312,"New Haven, CT",CT,9009,70.6,2015
313,"New London, CT",CT,9011,74.9,2015
314,"Tolland, CT",CT,9013,52.3,2015
315,"Windham, CT",CT,9015,78.1,2015
316,"District of Columbia, DC",DC,11001,35.7,2015
317,"Kent, DE",DE,10001,84.4,2015
318,"New Castle, DE",DE,10003,78.3,2015
319,"Sussex, DE",DE,10005,100.1,2015
320,"Alachua, FL",FL,12001,69.3,2015
321,"Baker, FL",FL,12003,116.9,2015
322,"Bay, FL",FL,12005,121.5,2015
323,"Bradford, FL",FL,12007,92.9,2015
324,"Brevard, FL",FL,12009,93.0,2015
325,"Broward, FL",FL,12011,52.0,2015
326,"Calhoun, FL",FL,12013,75.2,2015
327,"Charlotte, FL",FL,12015,77.8,2015
328,"Citrus, FL",FL,12017,104.0,2015
329,"Clay, FL",FL,12019,88.5,2015
330,"Collier, FL",FL,12021,58.5,2015
331,"Columbia, FL",FL,12023,119.5,2015
332,"DeSoto, FL",FL,12027,54.5,2015
333,"Dixie, FL",FL,12029,48.0,2015
334,"Duval, FL",FL,12031,88.6,2015
335,"Escambia, FL",FL,12033,116.4,2015
336,"Flagler, FL",FL,12035,77.6,2015
337,"Franklin, FL",FL,12037,93.6,2015
338,"Gadsden, FL",FL,12039,58.4,2015
339,"Gilchrist, FL",FL,12041,46.8,2015
340,"Glades, FL",FL,12043,4.9,2015
341,"Gulf, FL",FL,12045,136.5,2015
342,"Hamilton, FL",FL,12047,37.0,2015
343,"Hardee, FL",FL,12049,42.1,2015
344,"Hendry, FL",FL,12051,68.9,2015
345,"Hernando, FL",FL,12053,109.3,2015
346,"Highlands, FL",FL,12055,79.5,2015
347,"Hillsborough, FL",FL,12057,67.0,2015
348,"Holmes, FL",FL,12059,86.0,2015
349,"Indian River, FL",FL,12061,96.7,2015
350,"Jackson, FL",FL,12063,107.2,2015
351,"Jefferson, FL",FL,12065,51.4,2015
352,"Lafayette, FL",FL,12067,60.2,2015
353,"Lake, FL",FL,12069,82.4,2015
354,"Lee, FL",FL,12071,65.4,2015
355,"Leon, FL",FL,12073,68.7,2015
356,"Levy, FL",FL,12075,102.9,2015
357,"Liberty, FL",FL,12077,40.0,2015
358,"Madison, FL",FL,12079,80.4,2015
359,"Manatee, FL",FL,12081,77.3,2015
360,"Marion, FL",FL,12083,89.8,2015
361,"Martin, FL",FL,12085,74.1,2015
362,"Miami-Dade, FL",FL,12086,32.0,2015
363,"Monroe, FL",FL,12087,79.8,2015
364,"Nassau, FL",FL,12089,111.4,2015
365,"Okaloosa, FL",FL,12091,87.5,2015
366,"Okeechobee, FL",FL,12093,115.9,2015
367,"Orange, FL",FL,12095,46.0,2015
368,"Osceola, FL",FL,12097,56.3,2015
369,"Palm Beach, FL",FL,12099,59.9,2015
370,"Pasco, FL",FL,12101,85.0,2015
371,"Pinellas, FL",FL,12103,83.6,2015
372,"Polk, FL",FL,12105,69.7,2015
373,"Putnam, FL",FL,12107,113.6,2015
374,"St. Johns, FL",FL,12109,64.3,2015
375,"St. Lucie, FL",FL,12111,68.0,2015
376,"Santa Rosa, FL",FL,12113,99.1,2015
377,"Sarasota, FL",FL,12115,80.3,2015
378,"Seminole, FL",FL,12117,53.5,2015
379,"Sumter, FL",FL,12119,73.0,2015
380,"Suwannee, FL",FL,12121,88.9,2015
381,"Taylor, FL",FL,12123,112.3,2015
382,"Union, FL",FL,12125,61.3,2015
383,"Volusia, FL",FL,12127,81.1,2015
384,"Wakulla, FL",FL,12129,84.7,2015
385,"Walton, FL",FL,12131,84.3,2015
386,"Washington, FL",FL,12133,142.1,2015
387,"Appling, GA",GA,13001,129.5,2015
388,"Atkinson, GA",GA,13003,77.9,2015
389,"Bacon, GA",GA,13005,151.2,2015
390,"Baker, GA",GA,13007,–,2015
391,"Baldwin, GA",GA,13009,102.8,2015
392,"Banks, GA",GA,13011,48.0,2015
393,"Barrow, GA",GA,13013,87.7,2015
394,"Bartow, GA",GA,13015,104.6,2015
395,"Ben Hill, GA",GA,13017,208.1,2015
396,"Berrien, GA",GA,13019,57.3,2015
397,"Bibb, GA",GA,13021,138.8,2015
398,"Bleckley, GA",GA,13023,143.9,2015
399,"Brantley, GA",GA,13025,64.7,2015
400,"Brooks, GA",GA,13027,88.1,2015
401,"Bryan, GA",GA,13029,88.8,2015
402,"Bulloch, GA",GA,13031,95.9,2015
403,"Burke, GA",GA,13033,88.0,2015
404,"Butts, GA",GA,13035,104.9,2015
405,"Calhoun, GA",GA,13037,1.0,2015
406,"Camden, GA",GA,13039,74.2,2015
407,"Candler, GA",GA,13043,160.8,2015
408,"Carroll, GA",GA,13045,119.3,2015
409,"Catoosa, GA",GA,13047,124.0,2015
410,"Charlton, GA",GA,13049,100.0,2015
411,"Chatham, GA",GA,13051,87.8,2015
412,"Chattahoochee, GA",GA,13053,–,2015
413,"Chattooga, GA",GA,13055,131.9,2015
414,"Cherokee, GA",GA,13057,68.0,2015
415,"Clarke, GA",GA,13059,98.3,2015
416,"Clay, GA",GA,13061,55.1,2015
417,"Clayton, GA",GA,13063,47.8,2015
418,"Clinch, GA",GA,13065,153.4,2015
419,"Cobb, GA",GA,13067,61.4,2015
420,"Coffee, GA",GA,13069,167.0,2015
421,"Colquitt, GA",GA,13071,86.3,2015
422,"Columbia, GA",GA,13073,84.7,2015
423,"Cook, GA",GA,13075,104.3,2015
424,"Coweta, GA",GA,13077,81.2,2015
425,"Crawford, GA",GA,13079,0.9,2015
426,"Crisp, GA",GA,13081,178.6,2015
427,"Dade, GA",GA,13083,83.3,2015
428,"Dawson, GA",GA,13085,149.5,2015
429,"Decatur, GA",GA,13087,125.2,2015
430,"DeKalb, GA",GA,13089,45.9,2015
431,"Dodge, GA",GA,13091,96.9,2015
432,"Dooly, GA",GA,13093,0.6,2015
433,"Dougherty, GA",GA,13095,125.4,2015
434,"Douglas, GA",GA,13097,97.0,2015
435,"Early, GA",GA,13099,119.4,2015
436,"Echols, GA",GA,13101,–,2015
437,"Effingham, GA",GA,13103,86.7,2015
438,"Elbert, GA",GA,13105,144.4,2015
439,"Emanuel, GA",GA,13107,109.8,2015
440,"Evans, GA",GA,13109,134.5,2015
441,"Fannin, GA",GA,13111,163.3,2015
442,"Fayette, GA",GA,13113,88.1,2015
443,"Floyd, GA",GA,13115,160.1,2015
444,"Forsyth, GA",GA,13117,52.9,2015
445,"Franklin, GA",GA,13119,127.6,2015
446,"Fulton, GA",GA,13121,49.1,2015
447,"Gilmer, GA",GA,13123,139.4,2015
448,"Glascock, GA",GA,13125,–,2015
449,"Glynn, GA",GA,13127,104.0,2015
450,"Gordon, GA",GA,13129,120.0,2015
451,"Grady, GA",GA,13131,74.7,2015
452,"Greene, GA",GA,13133,129.3,2015
453,"Gwinnett, GA",GA,13135,47.1,2015
454,"Habersham, GA",GA,13137,108.0,2015
455,"Hall, GA",GA,13139,97.0,2015
456,"Hancock, GA",GA,13141,55.0,2015
457,"Haralson, GA",GA,13143,205.1,2015
458,"Harris, GA",GA,13145,9.0,2015
459,"Hart, GA",GA,13147,104.8,2015
460,"Heard, GA",GA,13149,0.6,2015
461,"Henry, GA",GA,13151,81.9,2015
462,"Houston, GA",GA,13153,99.3,2015
463,"Irwin, GA",GA,13155,61.3,2015
464,"Jackson, GA",GA,13157,109.3,2015
465,"Jasper, GA",GA,13159,60.8,2015
466,"Jeff Davis, GA",GA,13161,104.1,2015
467,"Jefferson, GA",GA,13163,129.0,2015
468,"Jenkins, GA",GA,13165,38.0,2015
469,"Johnson, GA",GA,13167,42.1,2015
470,"Jones, GA",GA,13169,53.9,2015
471,"Lamar, GA",GA,13171,72.1,2015
472,"Lanier, GA",GA,13173,16.4,2015
473,"Laurens, GA",GA,13175,131.5,2015
474,"Lee, GA",GA,13177,55.0,2015
475,"Liberty, GA",GA,13179,58.0,2015
476,"Lincoln, GA",GA,13181,2.7,2015
477,"Long, GA",GA,13183,0.0,2015
478,"Lowndes, GA",GA,13185,91.4,2015
479,"Lumpkin, GA",GA,13187,79.4,2015
480,"McDuffie, GA",GA,13189,172.2,2015
481,"McIntosh, GA",GA,13191,71.6,2015
482,"Macon, GA",GA,13193,74.9,2015
483,"Madison, GA",GA,13195,115.9,2015
484,"Marion, GA",GA,13197,19.9,2015
485,"Meriwether, GA",GA,13199,77.0,2015
486,"Miller, GA",GA,13201,115.5,2015
487,"Mitchell, GA",GA,13205,106.9,2015
488,"Monroe, GA",GA,13207,66.1,2015
489,"Montgomery, GA",GA,13209,27.6,2015
490,"Morgan, GA",GA,13211,83.5,2015
491,"Murray, GA",GA,13213,100.4,2015
492,"Muscogee, GA",GA,13215,88.7,2015
493,"Newton, GA",GA,13217,81.1,2015
494,"Oconee, GA",GA,13219,64.3,2015
495,"Oglethorpe, GA",GA,13221,42.4,2015
496,"Paulding, GA",GA,13223,60.4,2015
497,"Peach, GA",GA,13225,82.6,2015
498,"Pickens, GA",GA,13227,127.6,2015
499,"Pierce, GA",GA,13229,71.6,2015
500,"Pike, GA",GA,13231,13.8,2015
501,"Polk, GA",GA,13233,170.8,2015
502,"Pulaski, GA",GA,13235,96.5,2015
503,"Putnam, GA",GA,13237,72.8,2015
504,"Quitman, GA",GA,13239,–,2015
505,"Rabun, GA",GA,13241,146.9,2015
506,"Randolph, GA",GA,13243,154.3,2015
507,"Richmond, GA",GA,13245,92.9,2015
508,"Rockdale, GA",GA,13247,80.3,2015
509,"Schley, GA",GA,13249,21.2,2015
510,"Screven, GA",GA,13251,43.7,2015
511,"Seminole, GA",GA,13253,195.8,2015
512,"Spalding, GA",GA,13255,144.1,2015
513,"Stephens, GA",GA,13257,167.9,2015
514,"Stewart, GA",GA,13259,59.6,2015
515,"Sumter, GA",GA,13261,100.1,2015
516,"Talbot, GA",GA,13263,–,2015
517,"Taliaferro, GA",GA,13265,–,2015
518,"Tattnall, GA",GA,13267,56.8,2015
519,"Taylor, GA",GA,13269,42.2,2015
520,"Telfair, GA",GA,13271,50.3,2015
521,"Terrell, GA",GA,13273,48.9,2015
522,"Thomas, GA",GA,13275,100.7,2015
523,"Tift, GA",GA,13277,145.1,2015
524,"Toombs, GA",GA,13279,155.9,2015
525,"Towns, GA",GA,13281,117.6,2015
526,"Treutlen, GA",GA,13283,64.7,2015
527,"Troup, GA",GA,13285,101.5,2015
528,"Turner, GA",GA,13287,94.2,2015
529,"Twiggs, GA",GA,13289,0.9,2015
530,"Union, GA",GA,13291,144.5,2015
531,"Upson, GA",GA,13293,137.7,2015
532,"Walker, GA",GA,13295,56.1,2015
533,"Walton, GA",GA,13297,114.8,2015
534,"Ware, GA",GA,13299,205.9,2015
535,"Warren, GA",GA,13301,1.0,2015
536,"Washington, GA",GA,13303,103.5,2015
537,"Wayne, GA",GA,13305,152.0,2015
538,"Webster, GA",GA,13307,51.7,2015
539,"Wheeler, GA",GA,13309,44.0,2015
540,"White, GA",GA,13311,92.4,2015
541,"Whitfield, GA",GA,13313,97.0,2015
542,"Wilcox, GA",GA,13315,2.1,2015
543,"Wilkes, GA",GA,13317,148.4,2015
544,"Wilkinson, GA",GA,13319,90.0,2015
545,"Worth, GA",GA,13321,96.2,2015
546,"Hawaii, HI",HI,15001,72.1,2015
547,"Honolulu, HI",HI,15003,35.6,2015
548,"Kalawao, HI",HI,15005,–,2015
549,"Kauai, HI",HI,15007,57.7,2015
550,"Maui, HI",HI,15009,58.4,2015
551,"Adair, IA",IA,19001,55.2,2015
552,"Adams, IA",IA,19003,9.3,2015
553,"Allamakee, IA",IA,19005,48.3,2015
554,"Appanoose, IA",IA,19007,133.4,2015
555,"Audubon, IA",IA,19009,52.8,2015
556,"Benton, IA",IA,19011,15.2,2015
557,"Black Hawk, IA",IA,19013,79.1,2015
558,"Boone, IA",IA,19015,61.0,2015
559,"Bremer, IA",IA,19017,46.6,2015
560,"Buchanan, IA",IA,19019,39.2,2015
561,"Buena Vista, IA",IA,19021,49.5,2015
562,"Butler, IA",IA,19023,17.7,2015
563,"Calhoun, IA",IA,19025,63.1,2015
564,"Carroll, IA",IA,19027,107.7,2015
565,"Cass, IA",IA,19029,106.3,2015
566,"Cedar, IA",IA,19031,22.7,2015
567,"Cerro Gordo, IA",IA,19033,106.5,2015
568,"Cherokee, IA",IA,19035,58.2,2015
569,"Chickasaw, IA",IA,19037,36.4,2015
570,"Clarke, IA",IA,19039,91.3,2015
571,"Clay, IA",IA,19041,118.7,2015
572,"Clayton, IA",IA,19043,35.8,2015
573,"Clinton, IA",IA,19045,86.1,2015
574,"Crawford, IA",IA,19047,68.8,2015
575,"Dallas, IA",IA,19049,16.1,2015
576,"Davis, IA",IA,19051,67.5,2015
