,County,State,County FIPS Code,Opioid Dispensing Rate per 100,year
88,"Sumter, AL",AL,1119,39.0,2006
89,"Talladega, AL",AL,1121,111.6,2006
90,"Tallapoosa, AL",AL,1123,82.9,2006
91,"Tuscaloosa, AL",AL,1125,105.1,2006
92,"Walker, AL",AL,1127,304.1,2006
93,"Washington, AL",AL,1129,37.8,2006
94,"Wilcox, AL",AL,1131,45.4,2006
95,"Winston, AL",AL,1133,121.4,2006
96,"Arkansas, AR",AR,5001,64.3,2006
97,"Ashley, AR",AR,5003,89.7,2006
98,"Baxter, AR",AR,5005,120.9,2006
99,"Benton, AR",AR,5007,81.9,2006
100,"Boone, AR",AR,5009,152.4,2006
101,"Bradley, AR",AR,5011,109.0,2006
102,"Calhoun, AR",AR,5013,73.7,2006
103,"Carroll, AR",AR,5015,32.7,2006
104,"Chicot, AR",AR,5017,50.9,2006
105,"Clark, AR",AR,5019,59.9,2006
106,"Clay, AR",AR,5021,45.4,2006
107,"Cleburne, AR",AR,5023,91.1,2006
108,"Cleveland, AR",AR,5025,–,2006
109,"Columbia, AR",AR,5027,89.9,2006
110,"Conway, AR",AR,5029,36.8,2006
111,"Craighead, AR",AR,5031,166.1,2006
112,"Crawford, AR",AR,5033,118.8,2006
113,"Crittenden, AR",AR,5035,103.2,2006
114,"Cross, AR",AR,5037,71.5,2006
115,"Dallas, AR",AR,5039,78.4,2006
116,"Desha, AR",AR,5041,143.1,2006
117,"Drew, AR",AR,5043,63.1,2006
118,"Faulkner, AR",AR,5045,96.9,2006
119,"Franklin, AR",AR,5047,13.8,2006
120,"Fulton, AR",AR,5049,43.6,2006
121,"Garland, AR",AR,5051,177.4,2006
122,"Grant, AR",AR,5053,22.4,2006
123,"Greene, AR",AR,5055,153.9,2006
124,"Hempstead, AR",AR,5057,92.2,2006
125,"Hot Spring, AR",AR,5059,85.2,2006
126,"Howard, AR",AR,5061,118.0,2006
127,"Independence, AR",AR,5063,171.7,2006
128,"Izard, AR",AR,5065,64.4,2006
129,"Jackson, AR",AR,5067,133.8,2006
130,"Jefferson, AR",AR,5069,82.8,2006
131,"Johnson, AR",AR,5071,26.4,2006
132,"Lafayette, AR",AR,5073,–,2006
133,"Lawrence, AR",AR,5075,28.6,2006
134,"Lee, AR",AR,5077,–,2006
135,"Lincoln, AR",AR,5079,32.9,2006
136,"Little River, AR",AR,5081,82.0,2006
137,"Logan, AR",AR,5083,43.4,2006
138,"Lonoke, AR",AR,5085,67.5,2006
139,"Madison, AR",AR,5087,60.7,2006
140,"Marion, AR",AR,5089,47.9,2006
141,"Miller, AR",AR,5091,54.2,2006
142,"Mississippi, AR",AR,5093,106.2,2006
143,"Monroe, AR",AR,5095,50.7,2006
144,"Montgomery, AR",AR,5097,60.1,2006
145,"Nevada, AR",AR,5099,–,2006
146,"Newton, AR",AR,5101,–,2006
147,"Ouachita, AR",AR,5103,96.5,2006
148,"Perry, AR",AR,5105,52.9,2006
149,"Phillips, AR",AR,5107,155.6,2006
150,"Pike, AR",AR,5109,–,2006
151,"Poinsett, AR",AR,5111,60.0,2006
152,"Polk, AR",AR,5113,135.1,2006
153,"Pope, AR",AR,5115,133.7,2006
154,"Prairie, AR",AR,5117,99.4,2006
155,"Pulaski, AR",AR,5119,103.0,2006
156,"Randolph, AR",AR,5121,79.0,2006
157,"St. Francis, AR",AR,5123,73.6,2006
158,"Saline, AR",AR,5125,89.3,2006
159,"Scott, AR",AR,5127,194.4,2006
160,"Searcy, AR",AR,5129,–,2006
161,"Sebastian, AR",AR,5131,171.7,2006
162,"Sevier, AR",AR,5133,28.5,2006
163,"Sharp, AR",AR,5135,157.1,2006
164,"Stone, AR",AR,5137,120.1,2006
165,"Union, AR",AR,5139,115.3,2006
166,"Van Buren, AR",AR,5141,69.0,2006
167,"Washington, AR",AR,5143,94.2,2006
168,"White, AR",AR,5145,103.9,2006
169,"Woodruff, AR",AR,5147,–,2006
170,"Yell, AR",AR,5149,24.2,2006
171,"Apache, AZ",AZ,4001,16.0,2006
172,"Cochise, AZ",AZ,4003,70.3,2006
173,"Coconino, AZ",AZ,4005,55.1,2006
174,"Gila, AZ",AZ,4007,109.4,2006
175,"Graham, AZ",AZ,4009,99.6,2006
176,"Greenlee, AZ",AZ,4011,–,2006
177,"La Paz, AZ",AZ,4012,52.1,2006
178,"Maricopa, AZ",AZ,4013,71.7,2006
179,"Mohave, AZ",AZ,4015,117.2,2006
180,"Navajo, AZ",AZ,4017,67.6,2006
181,"Pima, AZ",AZ,4019,86.3,2006
182,"Pinal, AZ",AZ,4021,69.0,2006
183,"Santa Cruz, AZ",AZ,4023,31.5,2006
184,"Yavapai, AZ",AZ,4025,93.7,2006
185,"Yuma, AZ",AZ,4027,46.9,2006
186,"Alameda, CA",CA,6001,39.7,2006
187,"Alpine, CA",CA,6003,–,2006
188,"Amador, CA",CA,6005,105.0,2006
189,"Butte, CA",CA,6007,154.1,2006
190,"Calaveras, CA",CA,6009,87.5,2006
191,"Colusa, CA",CA,6011,32.2,2006
192,"Contra Costa, CA",CA,6013,50.6,2006
193,"Del Norte, CA",CA,6015,127.1,2006
194,"El Dorado, CA",CA,6017,83.1,2006
195,"Fresno, CA",CA,6019,61.5,2006
196,"Glenn, CA",CA,6021,84.1,2006
197,"Humboldt, CA",CA,6023,132.3,2006
198,"Imperial, CA",CA,6025,51.7,2006
199,"Inyo, CA",CA,6027,76.0,2006
200,"Kern, CA",CA,6029,59.3,2006
201,"Kings, CA",CA,6031,60.0,2006
202,"Lake, CA",CA,6033,139.0,2006
203,"Lassen, CA",CA,6035,105.3,2006
204,"Los Angeles, CA",CA,6037,37.9,2006
205,"Madera, CA",CA,6039,48.6,2006
206,"Marin, CA",CA,6041,55.7,2006
207,"Mariposa, CA",CA,6043,33.2,2006
208,"Mendocino, CA",CA,6045,114.1,2006
209,"Merced, CA",CA,6047,60.6,2006
210,"Modoc, CA",CA,6049,114.4,2006
211,"Mono, CA",CA,6051,59.7,2006
212,"Monterey, CA",CA,6053,62.5,2006
213,"Napa, CA",CA,6055,40.2,2006
214,"Nevada, CA",CA,6057,101.0,2006
215,"Orange, CA",CA,6059,48.3,2006
216,"Placer, CA",CA,6061,75.5,2006
217,"Plumas, CA",CA,6063,106.1,2006
218,"Riverside, CA",CA,6065,53.2,2006
219,"Sacramento, CA",CA,6067,57.9,2006
220,"San Benito, CA",CA,6069,49.3,2006
221,"San Bernardino, CA",CA,6071,47.5,2006
222,"San Diego, CA",CA,6073,44.0,2006
223,"San Francisco, CA",CA,6075,42.7,2006
224,"San Joaquin, CA",CA,6077,60.5,2006
225,"San Luis Obispo, CA",CA,6079,77.9,2006
226,"San Mateo, CA",CA,6081,39.3,2006
227,"Santa Barbara, CA",CA,6083,66.7,2006
228,"Santa Clara, CA",CA,6085,30.3,2006
229,"Santa Cruz, CA",CA,6087,77.2,2006
230,"Shasta, CA",CA,6089,179.6,2006
231,"Sierra, CA",CA,6091,–,2006
232,"Siskiyou, CA",CA,6093,107.3,2006
233,"Solano, CA",CA,6095,48.3,2006
234,"Sonoma, CA",CA,6097,70.1,2006
235,"Stanislaus, CA",CA,6099,98.4,2006
236,"Sutter, CA",CA,6101,134.3,2006
237,"Tehama, CA",CA,6103,109.4,2006
238,"Trinity, CA",CA,6105,120.5,2006
239,"Tulare, CA",CA,6107,72.1,2006
240,"Tuolumne, CA",CA,6109,126.3,2006
241,"Ventura, CA",CA,6111,59.9,2006
242,"Yolo, CA",CA,6113,55.8,2006
243,"Yuba, CA",CA,6115,76.1,2006
244,"Adams, CO",CO,8001,52.6,2006
245,"Alamosa, CO",CO,8003,172.7,2006
246,"Arapahoe, CO",CO,8005,56.9,2006
247,"Archuleta, CO",CO,8007,50.0,2006
248,"Baca, CO",CO,8009,80.4,2006
249,"Bent, CO",CO,8011,32.7,2006
250,"Boulder, CO",CO,8013,59.3,2006
251,"Broomfield, CO",CO,8014,51.8,2006
252,"Chaffee, CO",CO,8015,88.7,2006
253,"Cheyenne, CO",CO,8017,45.0,2006
254,"Clear Creek, CO",CO,8019,48.2,2006
255,"Conejos, CO",CO,8021,–,2006
256,"Costilla, CO",CO,8023,–,2006
257,"Crowley, CO",CO,8025,32.3,2006
258,"Custer, CO",CO,8027,–,2006
259,"Delta, CO",CO,8029,81.2,2006
260,"Denver, CO",CO,8031,42.8,2006
261,"Dolores, CO",CO,8033,–,2006
262,"Douglas, CO",CO,8035,55.5,2006
263,"Eagle, CO",CO,8037,51.9,2006
264,"Elbert, CO",CO,8039,24.1,2006
265,"El Paso, CO",CO,8041,66.3,2006
266,"Fremont, CO",CO,8043,66.3,2006
267,"Garfield, CO",CO,8045,93.4,2006
268,"Gilpin, CO",CO,8047,–,2006
269,"Grand, CO",CO,8049,51.1,2006
270,"Gunnison, CO",CO,8051,49.8,2006
271,"Hinsdale, CO",CO,8053,–,2006
272,"Huerfano, CO",CO,8055,93.5,2006
273,"Jackson, CO",CO,8057,–,2006
274,"Jefferson, CO",CO,8059,72.2,2006
275,"Kiowa, CO",CO,8061,77.0,2006
276,"Kit Carson, CO",CO,8063,–,2006
277,"Lake, CO",CO,8065,72.6,2006
278,"La Plata, CO",CO,8067,80.2,2006
279,"Larimer, CO",CO,8069,65.4,2006
280,"Las Animas, CO",CO,8071,117.3,2006
281,"Lincoln, CO",CO,8073,–,2006
282,"Logan, CO",CO,8075,61.4,2006
283,"Mesa, CO",CO,8077,93.1,2006
284,"Mineral, CO",CO,8079,–,2006
285,"Moffat, CO",CO,8081,95.9,2006
286,"Montezuma, CO",CO,8083,77.6,2006
287,"Montrose, CO",CO,8085,85.9,2006
288,"Morgan, CO",CO,8087,70.8,2006
289,"Otero, CO",CO,8089,105.9,2006
290,"Ouray, CO",CO,8091,49.8,2006
291,"Park, CO",CO,8093,14.5,2006
292,"Phillips, CO",CO,8095,38.0,2006
293,"Pitkin, CO",CO,8097,23.5,2006
294,"Prowers, CO",CO,8099,78.6,2006
295,"Pueblo, CO",CO,8101,102.4,2006
296,"Rio Blanco, CO",CO,8103,–,2006
297,"Rio Grande, CO",CO,8105,50.1,2006
298,"Routt, CO",CO,8107,86.2,2006
299,"Saguache, CO",CO,8109,–,2006
300,"San Juan, CO",CO,8111,–,2006
301,"San Miguel, CO",CO,8113,42.9,2006
302,"Sedgwick, CO",CO,8115,81.0,2006
303,"Summit, CO",CO,8117,75.6,2006
304,"Teller, CO",CO,8119,76.5,2006
305,"Washington, CO",CO,8121,41.4,2006
306,"Weld, CO",CO,8123,56.5,2006
307,"Yuma, CO",CO,8125,64.3,2006
308,"Fairfield, CT",CT,9001,50.4,2006
309,"Hartford, CT",CT,9003,68.9,2006
310,"Litchfield, CT",CT,9005,67.0,2006
311,"Middlesex, CT",CT,9007,67.4,2006
312,"New Haven, CT",CT,9009,73.3,2006
313,"New London, CT",CT,9011,73.0,2006
314,"Tolland, CT",CT,9013,47.8,2006
315,"Windham, CT",CT,9015,73.7,2006
316,"District of Columbia, DC",DC,11001,31.7,2006
317,"Kent, DE",DE,10001,80.9,2006
318,"New Castle, DE",DE,10003,81.6,2006
319,"Sussex, DE",DE,10005,105.7,2006
320,"Alachua, FL",FL,12001,87.4,2006
321,"Baker, FL",FL,12003,148.0,2006
322,"Bay, FL",FL,12005,120.4,2006
323,"Bradford, FL",FL,12007,94.0,2006
324,"Brevard, FL",FL,12009,95.5,2006
325,"Broward, FL",FL,12011,66.2,2006
326,"Calhoun, FL",FL,12013,77.1,2006
327,"Charlotte, FL",FL,12015,102.3,2006
328,"Citrus, FL",FL,12017,100.0,2006
329,"Clay, FL",FL,12019,94.9,2006
330,"Collier, FL",FL,12021,76.1,2006
331,"Columbia, FL",FL,12023,127.3,2006
332,"DeSoto, FL",FL,12027,60.1,2006
333,"Dixie, FL",FL,12029,54.7,2006
334,"Duval, FL",FL,12031,90.3,2006
335,"Escambia, FL",FL,12033,121.6,2006
336,"Flagler, FL",FL,12035,91.9,2006
337,"Franklin, FL",FL,12037,110.5,2006
338,"Gadsden, FL",FL,12039,58.4,2006
339,"Gilchrist, FL",FL,12041,59.8,2006
340,"Glades, FL",FL,12043,–,2006
341,"Gulf, FL",FL,12045,118.2,2006
342,"Hamilton, FL",FL,12047,58.5,2006
343,"Hardee, FL",FL,12049,56.0,2006
344,"Hendry, FL",FL,12051,79.7,2006
345,"Hernando, FL",FL,12053,101.3,2006
346,"Highlands, FL",FL,12055,73.7,2006
347,"Hillsborough, FL",FL,12057,110.5,2006
348,"Holmes, FL",FL,12059,85.3,2006
349,"Indian River, FL",FL,12061,99.0,2006
350,"Jackson, FL",FL,12063,79.3,2006
351,"Jefferson, FL",FL,12065,65.0,2006
352,"Lafayette, FL",FL,12067,28.1,2006
353,"Lake, FL",FL,12069,85.4,2006
354,"Lee, FL",FL,12071,92.8,2006
355,"Leon, FL",FL,12073,78.9,2006
356,"Levy, FL",FL,12075,96.0,2006
357,"Liberty, FL",FL,12077,13.0,2006
358,"Madison, FL",FL,12079,74.0,2006
359,"Manatee, FL",FL,12081,91.1,2006
360,"Marion, FL",FL,12083,92.0,2006
361,"Martin, FL",FL,12085,82.8,2006
362,"Miami-Dade, FL",FL,12086,33.0,2006
363,"Monroe, FL",FL,12087,110.2,2006
364,"Nassau, FL",FL,12089,101.7,2006
365,"Okaloosa, FL",FL,12091,117.2,2006
366,"Okeechobee, FL",FL,12093,100.5,2006
367,"Orange, FL",FL,12095,62.0,2006
368,"Osceola, FL",FL,12097,63.7,2006
369,"Palm Beach, FL",FL,12099,73.7,2006
370,"Pasco, FL",FL,12101,110.2,2006
371,"Pinellas, FL",FL,12103,100.5,2006
372,"Polk, FL",FL,12105,85.7,2006
373,"Putnam, FL",FL,12107,102.1,2006
374,"St. Johns, FL",FL,12109,81.4,2006
375,"St. Lucie, FL",FL,12111,68.5,2006
376,"Santa Rosa, FL",FL,12113,110.3,2006
377,"Sarasota, FL",FL,12115,91.3,2006
378,"Seminole, FL",FL,12117,67.5,2006
379,"Sumter, FL",FL,12119,51.1,2006
380,"Suwannee, FL",FL,12121,76.4,2006
381,"Taylor, FL",FL,12123,104.4,2006
382,"Union, FL",FL,12125,59.3,2006
383,"Volusia, FL",FL,12127,97.2,2006
384,"Wakulla, FL",FL,12129,76.2,2006
385,"Walton, FL",FL,12131,105.2,2006
386,"Washington, FL",FL,12133,139.0,2006
387,"Appling, GA",GA,13001,88.9,2006
388,"Atkinson, GA",GA,13003,49.4,2006
389,"Bacon, GA",GA,13005,145.7,2006
390,"Baker, GA",GA,13007,–,2006
391,"Baldwin, GA",GA,13009,85.0,2006
392,"Banks, GA",GA,13011,7.0,2006
393,"Barrow, GA",GA,13013,92.0,2006
394,"Bartow, GA",GA,13015,97.5,2006
395,"Ben Hill, GA",GA,13017,133.3,2006
396,"Berrien, GA",GA,13019,100.1,2006
397,"Bibb, GA",GA,13021,142.0,2006
398,"Bleckley, GA",GA,13023,128.9,2006
399,"Brantley, GA",GA,13025,–,2006
400,"Brooks, GA",GA,13027,75.7,2006
401,"Bryan, GA",GA,13029,55.4,2006
402,"Bulloch, GA",GA,13031,78.0,2006
403,"Burke, GA",GA,13033,72.0,2006
404,"Butts, GA",GA,13035,85.6,2006
405,"Calhoun, GA",GA,13037,–,2006
406,"Camden, GA",GA,13039,87.0,2006
407,"Candler, GA",GA,13043,130.0,2006
408,"Carroll, GA",GA,13045,120.0,2006
409,"Catoosa, GA",GA,13047,138.3,2006
410,"Charlton, GA",GA,13049,91.7,2006
411,"Chatham, GA",GA,13051,97.5,2006
412,"Chattahoochee, GA",GA,13053,–,2006
413,"Chattooga, GA",GA,13055,103.4,2006
414,"Cherokee, GA",GA,13057,75.5,2006
415,"Clarke, GA",GA,13059,113.4,2006
416,"Clay, GA",GA,13061,108.6,2006
417,"Clayton, GA",GA,13063,52.1,2006
418,"Clinch, GA",GA,13065,114.7,2006
419,"Cobb, GA",GA,13067,74.9,2006
420,"Coffee, GA",GA,13069,145.7,2006
421,"Colquitt, GA",GA,13071,72.5,2006
422,"Columbia, GA",GA,13073,91.3,2006
423,"Cook, GA",GA,13075,84.3,2006
424,"Coweta, GA",GA,13077,83.8,2006
425,"Crawford, GA",GA,13079,–,2006
426,"Crisp, GA",GA,13081,165.2,2006
427,"Dade, GA",GA,13083,64.7,2006
428,"Dawson, GA",GA,13085,138.6,2006
429,"Decatur, GA",GA,13087,104.9,2006
430,"DeKalb, GA",GA,13089,45.7,2006
431,"Dodge, GA",GA,13091,105.9,2006
432,"Dooly, GA",GA,13093,–,2006
433,"Dougherty, GA",GA,13095,116.8,2006
434,"Douglas, GA",GA,13097,103.3,2006
435,"Early, GA",GA,13099,104.8,2006
436,"Echols, GA",GA,13101,–,2006
437,"Effingham, GA",GA,13103,62.7,2006
438,"Elbert, GA",GA,13105,133.2,2006
439,"Emanuel, GA",GA,13107,112.4,2006
440,"Evans, GA",GA,13109,143.4,2006
441,"Fannin, GA",GA,13111,94.8,2006
442,"Fayette, GA",GA,13113,80.4,2006
443,"Floyd, GA",GA,13115,146.5,2006
444,"Forsyth, GA",GA,13117,54.9,2006
445,"Franklin, GA",GA,13119,193.5,2006
446,"Fulton, GA",GA,13121,54.0,2006
447,"Gilmer, GA",GA,13123,104.9,2006
448,"Glascock, GA",GA,13125,–,2006
449,"Glynn, GA",GA,13127,129.1,2006
450,"Gordon, GA",GA,13129,119.3,2006
451,"Grady, GA",GA,13131,59.8,2006
452,"Greene, GA",GA,13133,101.8,2006
453,"Gwinnett, GA",GA,13135,58.0,2006
454,"Habersham, GA",GA,13137,121.2,2006
455,"Hall, GA",GA,13139,100.4,2006
456,"Hancock, GA",GA,13141,–,2006
457,"Haralson, GA",GA,13143,144.6,2006
458,"Harris, GA",GA,13145,6.4,2006
459,"Hart, GA",GA,13147,72.9,2006
460,"Heard, GA",GA,13149,–,2006
461,"Henry, GA",GA,13151,79.3,2006
462,"Houston, GA",GA,13153,112.6,2006
463,"Irwin, GA",GA,13155,78.1,2006
464,"Jackson, GA",GA,13157,96.9,2006
465,"Jasper, GA",GA,13159,46.8,2006
466,"Jeff Davis, GA",GA,13161,127.1,2006
467,"Jefferson, GA",GA,13163,125.8,2006
468,"Jenkins, GA",GA,13165,50.2,2006
469,"Johnson, GA",GA,13167,48.0,2006
470,"Jones, GA",GA,13169,31.5,2006
471,"Lamar, GA",GA,13171,70.4,2006
472,"Lanier, GA",GA,13173,–,2006
473,"Laurens, GA",GA,13175,168.4,2006
474,"Lee, GA",GA,13177,35.0,2006
475,"Liberty, GA",GA,13179,50.9,2006
476,"Lincoln, GA",GA,13181,–,2006
477,"Long, GA",GA,13183,–,2006
478,"Lowndes, GA",GA,13185,90.3,2006
479,"Lumpkin, GA",GA,13187,62.8,2006
480,"McDuffie, GA",GA,13189,129.8,2006
481,"McIntosh, GA",GA,13191,73.7,2006
482,"Macon, GA",GA,13193,62.8,2006
483,"Madison, GA",GA,13195,90.5,2006
484,"Marion, GA",GA,13197,–,2006
485,"Meriwether, GA",GA,13199,47.2,2006
486,"Miller, GA",GA,13201,131.9,2006
487,"Mitchell, GA",GA,13205,73.1,2006
488,"Monroe, GA",GA,13207,77.7,2006
489,"Montgomery, GA",GA,13209,–,2006
490,"Morgan, GA",GA,13211,45.8,2006
491,"Murray, GA",GA,13213,73.5,2006
492,"Muscogee, GA",GA,13215,100.0,2006
493,"Newton, GA",GA,13217,89.7,2006
494,"Oconee, GA",GA,13219,73.1,2006
495,"Oglethorpe, GA",GA,13221,–,2006
496,"Paulding, GA",GA,13223,69.1,2006
497,"Peach, GA",GA,13225,86.1,2006
498,"Pickens, GA",GA,13227,119.1,2006
499,"Pierce, GA",GA,13229,51.1,2006
500,"Pike, GA",GA,13231,–,2006
501,"Polk, GA",GA,13233,137.5,2006
502,"Pulaski, GA",GA,13235,98.0,2006
503,"Putnam, GA",GA,13237,63.7,2006
504,"Quitman, GA",GA,13239,–,2006
505,"Rabun, GA",GA,13241,142.6,2006
506,"Randolph, GA",GA,13243,67.8,2006
507,"Richmond, GA",GA,13245,89.9,2006
508,"Rockdale, GA",GA,13247,95.6,2006
509,"Schley, GA",GA,13249,–,2006
510,"Screven, GA",GA,13251,60.1,2006
511,"Seminole, GA",GA,13253,114.9,2006
512,"Spalding, GA",GA,13255,124.6,2006
513,"Stephens, GA",GA,13257,136.1,2006
514,"Stewart, GA",GA,13259,73.4,2006
515,"Sumter, GA",GA,13261,94.2,2006
516,"Talbot, GA",GA,13263,–,2006
517,"Taliaferro, GA",GA,13265,–,2006
518,"Tattnall, GA",GA,13267,61.3,2006
519,"Taylor, GA",GA,13269,–,2006
520,"Telfair, GA",GA,13271,0.1,2006
521,"Terrell, GA",GA,13273,–,2006
522,"Thomas, GA",GA,13275,93.9,2006
523,"Tift, GA",GA,13277,125.8,2006
524,"Toombs, GA",GA,13279,190.8,2006
525,"Towns, GA",GA,13281,69.9,2006
526,"Treutlen, GA",GA,13283,–,2006
527,"Troup, GA",GA,13285,74.8,2006
528,"Turner, GA",GA,13287,80.9,2006
529,"Twiggs, GA",GA,13289,29.9,2006
530,"Union, GA",GA,13291,146.9,2006
531,"Upson, GA",GA,13293,92.0,2006
532,"Walker, GA",GA,13295,31.8,2006
533,"Walton, GA",GA,13297,93.6,2006
534,"Ware, GA",GA,13299,212.2,2006
535,"Warren, GA",GA,13301,–,2006
536,"Washington, GA",GA,13303,78.8,2006
537,"Wayne, GA",GA,13305,130.7,2006
538,"Webster, GA",GA,13307,–,2006
539,"Wheeler, GA",GA,13309,–,2006
540,"White, GA",GA,13311,63.3,2006
541,"Whitfield, GA",GA,13313,72.5,2006
542,"Wilcox, GA",GA,13315,–,2006
543,"Wilkes, GA",GA,13317,118.1,2006
544,"Wilkinson, GA",GA,13319,–,2006
545,"Worth, GA",GA,13321,73.5,2006
546,"Hawaii, HI",HI,15001,69.8,2006
547,"Honolulu, HI",HI,15003,31.8,2006
548,"Kalawao, HI",HI,15005,–,2006
549,"Kauai, HI",HI,15007,87.0,2006
550,"Maui, HI",HI,15009,56.8,2006
551,"Adair, IA",IA,19001,38.1,2006
552,"Adams, IA",IA,19003,75.0,2006
553,"Allamakee, IA",IA,19005,54.8,2006
554,"Appanoose, IA",IA,19007,109.9,2006
555,"Audubon, IA",IA,19009,55.6,2006
556,"Benton, IA",IA,19011,–,2006
557,"Black Hawk, IA",IA,19013,68.0,2006
558,"Boone, IA",IA,19015,40.5,2006
559,"Bremer, IA",IA,19017,21.0,2006
560,"Buchanan, IA",IA,19019,36.7,2006
561,"Buena Vista, IA",IA,19021,50.2,2006
562,"Butler, IA",IA,19023,35.3,2006
563,"Calhoun, IA",IA,19025,46.2,2006
564,"Carroll, IA",IA,19027,70.0,2006
565,"Cass, IA",IA,19029,69.4,2006
566,"Cedar, IA",IA,19031,21.2,2006
567,"Cerro Gordo, IA",IA,19033,89.8,2006
568,"Cherokee, IA",IA,19035,67.4,2006
569,"Chickasaw, IA",IA,19037,27.4,2006
570,"Clarke, IA",IA,19039,38.3,2006
571,"Clay, IA",IA,19041,75.6,2006
572,"Clayton, IA",IA,19043,54.9,2006
573,"Clinton, IA",IA,19045,69.0,2006
574,"Crawford, IA",IA,19047,53.7,2006
575,"Dallas, IA",IA,19049,28.1,2006
576,"Davis, IA",IA,19051,9.7,2006
577,"Decatur, IA",IA,19053,25.9,2006
578,"Delaware, IA",IA,19055,37.3,2006
579,"Des Moines, IA",IA,19057,91.9,2006
