,County,State,County FIPS Code,Opioid Dispensing Rate per 100,year
255,"Conejos, CO",CO,8021,–,2013
256,"Costilla, CO",CO,8023,–,2013
257,"Crowley, CO",CO,8025,37.9,2013
258,"Custer, CO",CO,8027,–,2013
259,"Delta, CO",CO,8029,96.2,2013
260,"Denver, CO",CO,8031,49.0,2013
261,"Dolores, CO",CO,8033,–,2013
262,"Douglas, CO",CO,8035,57.5,2013
263,"Eagle, CO",CO,8037,52.9,2013
264,"Elbert, CO",CO,8039,37.2,2013
265,"El Paso, CO",CO,8041,75.7,2013
266,"Fremont, CO",CO,8043,84.0,2013
267,"Garfield, CO",CO,8045,91.5,2013
268,"Gilpin, CO",CO,8047,–,2013
269,"Grand, CO",CO,8049,52.2,2013
270,"Gunnison, CO",CO,8051,60.9,2013
271,"Hinsdale, CO",CO,8053,–,2013
272,"Huerfano, CO",CO,8055,108.4,2013
273,"Jackson, CO",CO,8057,–,2013
274,"Jefferson, CO",CO,8059,85.2,2013
275,"Kiowa, CO",CO,8061,133.4,2013
276,"Kit Carson, CO",CO,8063,–,2013
277,"Lake, CO",CO,8065,78.6,2013
278,"La Plata, CO",CO,8067,70.7,2013
279,"Larimer, CO",CO,8069,80.6,2013
280,"Las Animas, CO",CO,8071,143.0,2013
281,"Lincoln, CO",CO,8073,–,2013
282,"Logan, CO",CO,8075,112.2,2013
283,"Mesa, CO",CO,8077,87.0,2013
284,"Mineral, CO",CO,8079,–,2013
285,"Moffat, CO",CO,8081,164.1,2013
286,"Montezuma, CO",CO,8083,96.5,2013
287,"Montrose, CO",CO,8085,96.9,2013
288,"Morgan, CO",CO,8087,96.7,2013
289,"Otero, CO",CO,8089,127.2,2013
290,"Ouray, CO",CO,8091,47.3,2013
291,"Park, CO",CO,8093,8.9,2013
292,"Phillips, CO",CO,8095,30.6,2013
293,"Pitkin, CO",CO,8097,33.9,2013
294,"Prowers, CO",CO,8099,98.0,2013
295,"Pueblo, CO",CO,8101,130.0,2013
296,"Rio Blanco, CO",CO,8103,37.7,2013
297,"Rio Grande, CO",CO,8105,88.7,2013
298,"Routt, CO",CO,8107,82.8,2013
299,"Saguache, CO",CO,8109,–,2013
300,"San Juan, CO",CO,8111,–,2013
301,"San Miguel, CO",CO,8113,40.4,2013
302,"Sedgwick, CO",CO,8115,–,2013
303,"Summit, CO",CO,8117,76.9,2013
304,"Teller, CO",CO,8119,121.3,2013
305,"Washington, CO",CO,8121,–,2013
306,"Weld, CO",CO,8123,72.9,2013
307,"Yuma, CO",CO,8125,87.5,2013
308,"Fairfield, CT",CT,9001,52.4,2013
309,"Hartford, CT",CT,9003,67.7,2013
310,"Litchfield, CT",CT,9005,70.3,2013
311,"Middlesex, CT",CT,9007,74.0,2013
312,"New Haven, CT",CT,9009,77.5,2013
313,"New London, CT",CT,9011,80.6,2013
314,"Tolland, CT",CT,9013,55.2,2013
315,"Windham, CT",CT,9015,82.6,2013
316,"District of Columbia, DC",DC,11001,41.1,2013
317,"Kent, DE",DE,10001,91.7,2013
318,"New Castle, DE",DE,10003,83.3,2013
319,"Sussex, DE",DE,10005,118.5,2013
320,"Alachua, FL",FL,12001,77.0,2013
321,"Baker, FL",FL,12003,145.9,2013
322,"Bay, FL",FL,12005,126.4,2013
323,"Bradford, FL",FL,12007,106.8,2013
324,"Brevard, FL",FL,12009,98.6,2013
325,"Broward, FL",FL,12011,55.8,2013
326,"Calhoun, FL",FL,12013,78.5,2013
327,"Charlotte, FL",FL,12015,83.1,2013
328,"Citrus, FL",FL,12017,109.4,2013
329,"Clay, FL",FL,12019,100.0,2013
330,"Collier, FL",FL,12021,66.1,2013
331,"Columbia, FL",FL,12023,130.9,2013
332,"DeSoto, FL",FL,12027,62.5,2013
333,"Dixie, FL",FL,12029,43.9,2013
334,"Duval, FL",FL,12031,98.2,2013
335,"Escambia, FL",FL,12033,128.9,2013
336,"Flagler, FL",FL,12035,83.4,2013
337,"Franklin, FL",FL,12037,110.3,2013
338,"Gadsden, FL",FL,12039,65.0,2013
339,"Gilchrist, FL",FL,12041,43.0,2013
340,"Glades, FL",FL,12043,3.8,2013
341,"Gulf, FL",FL,12045,138.6,2013
342,"Hamilton, FL",FL,12047,46.9,2013
343,"Hardee, FL",FL,12049,49.7,2013
344,"Hendry, FL",FL,12051,77.3,2013
345,"Hernando, FL",FL,12053,107.2,2013
346,"Highlands, FL",FL,12055,80.2,2013
347,"Hillsborough, FL",FL,12057,77.0,2013
348,"Holmes, FL",FL,12059,109.5,2013
349,"Indian River, FL",FL,12061,99.8,2013
350,"Jackson, FL",FL,12063,122.9,2013
351,"Jefferson, FL",FL,12065,60.5,2013
352,"Lafayette, FL",FL,12067,65.9,2013
353,"Lake, FL",FL,12069,87.7,2013
354,"Lee, FL",FL,12071,70.1,2013
355,"Leon, FL",FL,12073,71.4,2013
356,"Levy, FL",FL,12075,125.9,2013
357,"Liberty, FL",FL,12077,45.0,2013
358,"Madison, FL",FL,12079,84.2,2013
359,"Manatee, FL",FL,12081,84.9,2013
360,"Marion, FL",FL,12083,90.9,2013
361,"Martin, FL",FL,12085,79.8,2013
362,"Miami-Dade, FL",FL,12086,34.1,2013
363,"Monroe, FL",FL,12087,84.1,2013
364,"Nassau, FL",FL,12089,122.9,2013
365,"Okaloosa, FL",FL,12091,96.0,2013
366,"Okeechobee, FL",FL,12093,119.3,2013
367,"Orange, FL",FL,12095,54.2,2013
368,"Osceola, FL",FL,12097,68.5,2013
369,"Palm Beach, FL",FL,12099,63.9,2013
370,"Pasco, FL",FL,12101,95.5,2013
371,"Pinellas, FL",FL,12103,90.9,2013
372,"Polk, FL",FL,12105,76.7,2013
373,"Putnam, FL",FL,12107,121.8,2013
374,"St. Johns, FL",FL,12109,67.3,2013
375,"St. Lucie, FL",FL,12111,73.1,2013
376,"Santa Rosa, FL",FL,12113,121.6,2013
377,"Sarasota, FL",FL,12115,88.5,2013
378,"Seminole, FL",FL,12117,64.5,2013
379,"Sumter, FL",FL,12119,72.2,2013
380,"Suwannee, FL",FL,12121,93.5,2013
381,"Taylor, FL",FL,12123,129.6,2013
382,"Union, FL",FL,12125,69.2,2013
383,"Volusia, FL",FL,12127,89.7,2013
384,"Wakulla, FL",FL,12129,94.2,2013
385,"Walton, FL",FL,12131,104.0,2013
386,"Washington, FL",FL,12133,177.2,2013
387,"Appling, GA",GA,13001,128.6,2013
388,"Atkinson, GA",GA,13003,74.1,2013
389,"Bacon, GA",GA,13005,139.4,2013
390,"Baker, GA",GA,13007,–,2013
391,"Baldwin, GA",GA,13009,118.2,2013
392,"Banks, GA",GA,13011,59.6,2013
393,"Barrow, GA",GA,13013,93.0,2013
394,"Bartow, GA",GA,13015,115.0,2013
395,"Ben Hill, GA",GA,13017,181.5,2013
396,"Berrien, GA",GA,13019,71.9,2013
397,"Bibb, GA",GA,13021,156.8,2013
398,"Bleckley, GA",GA,13023,141.7,2013
399,"Brantley, GA",GA,13025,66.0,2013
400,"Brooks, GA",GA,13027,88.3,2013
401,"Bryan, GA",GA,13029,94.1,2013
402,"Bulloch, GA",GA,13031,90.4,2013
403,"Burke, GA",GA,13033,90.4,2013
404,"Butts, GA",GA,13035,99.7,2013
405,"Calhoun, GA",GA,13037,–,2013
406,"Camden, GA",GA,13039,82.5,2013
407,"Candler, GA",GA,13043,140.3,2013
408,"Carroll, GA",GA,13045,132.7,2013
409,"Catoosa, GA",GA,13047,166.8,2013
410,"Charlton, GA",GA,13049,104.5,2013
411,"Chatham, GA",GA,13051,94.1,2013
412,"Chattahoochee, GA",GA,13053,–,2013
413,"Chattooga, GA",GA,13055,153.6,2013
414,"Cherokee, GA",GA,13057,73.6,2013
415,"Clarke, GA",GA,13059,119.1,2013
416,"Clay, GA",GA,13061,87.9,2013
417,"Clayton, GA",GA,13063,52.7,2013
418,"Clinch, GA",GA,13065,142.9,2013
419,"Cobb, GA",GA,13067,68.7,2013
420,"Coffee, GA",GA,13069,170.7,2013
421,"Colquitt, GA",GA,13071,81.8,2013
422,"Columbia, GA",GA,13073,91.0,2013
423,"Cook, GA",GA,13075,116.1,2013
424,"Coweta, GA",GA,13077,82.1,2013
425,"Crawford, GA",GA,13079,–,2013
426,"Crisp, GA",GA,13081,180.2,2013
427,"Dade, GA",GA,13083,109.9,2013
428,"Dawson, GA",GA,13085,166.0,2013
429,"Decatur, GA",GA,13087,140.5,2013
430,"DeKalb, GA",GA,13089,48.9,2013
431,"Dodge, GA",GA,13091,106.3,2013
432,"Dooly, GA",GA,13093,–,2013
433,"Dougherty, GA",GA,13095,135.0,2013
434,"Douglas, GA",GA,13097,100.1,2013
435,"Early, GA",GA,13099,113.0,2013
436,"Echols, GA",GA,13101,–,2013
437,"Effingham, GA",GA,13103,78.4,2013
438,"Elbert, GA",GA,13105,146.1,2013
439,"Emanuel, GA",GA,13107,112.5,2013
440,"Evans, GA",GA,13109,150.0,2013
441,"Fannin, GA",GA,13111,145.9,2013
442,"Fayette, GA",GA,13113,90.7,2013
443,"Floyd, GA",GA,13115,168.3,2013
444,"Forsyth, GA",GA,13117,58.2,2013
445,"Franklin, GA",GA,13119,170.2,2013
446,"Fulton, GA",GA,13121,53.8,2013
447,"Gilmer, GA",GA,13123,155.8,2013
448,"Glascock, GA",GA,13125,–,2013
449,"Glynn, GA",GA,13127,110.9,2013
450,"Gordon, GA",GA,13129,141.3,2013
451,"Grady, GA",GA,13131,73.3,2013
452,"Greene, GA",GA,13133,135.4,2013
453,"Gwinnett, GA",GA,13135,52.1,2013
454,"Habersham, GA",GA,13137,121.2,2013
455,"Hall, GA",GA,13139,101.6,2013
456,"Hancock, GA",GA,13141,52.5,2013
457,"Haralson, GA",GA,13143,222.8,2013
458,"Harris, GA",GA,13145,5.3,2013
459,"Hart, GA",GA,13147,120.4,2013
460,"Heard, GA",GA,13149,–,2013
461,"Henry, GA",GA,13151,88.1,2013
462,"Houston, GA",GA,13153,107.1,2013
463,"Irwin, GA",GA,13155,66.2,2013
464,"Jackson, GA",GA,13157,121.8,2013
465,"Jasper, GA",GA,13159,55.6,2013
466,"Jeff Davis, GA",GA,13161,106.3,2013
467,"Jefferson, GA",GA,13163,135.9,2013
468,"Jenkins, GA",GA,13165,35.5,2013
469,"Johnson, GA",GA,13167,41.6,2013
470,"Jones, GA",GA,13169,50.9,2013
471,"Lamar, GA",GA,13171,98.3,2013
472,"Lanier, GA",GA,13173,–,2013
473,"Laurens, GA",GA,13175,161.2,2013
474,"Lee, GA",GA,13177,53.3,2013
475,"Liberty, GA",GA,13179,60.5,2013
476,"Lincoln, GA",GA,13181,–,2013
477,"Long, GA",GA,13183,–,2013
478,"Lowndes, GA",GA,13185,112.2,2013
479,"Lumpkin, GA",GA,13187,86.5,2013
480,"McDuffie, GA",GA,13189,180.7,2013
481,"McIntosh, GA",GA,13191,85.8,2013
482,"Macon, GA",GA,13193,59.7,2013
483,"Madison, GA",GA,13195,129.0,2013
484,"Marion, GA",GA,13197,11.6,2013
485,"Meriwether, GA",GA,13199,70.1,2013
486,"Miller, GA",GA,13201,134.8,2013
487,"Mitchell, GA",GA,13205,105.8,2013
488,"Monroe, GA",GA,13207,65.7,2013
489,"Montgomery, GA",GA,13209,25.3,2013
490,"Morgan, GA",GA,13211,77.6,2013
491,"Murray, GA",GA,13213,114.7,2013
492,"Muscogee, GA",GA,13215,106.6,2013
493,"Newton, GA",GA,13217,95.2,2013
494,"Oconee, GA",GA,13219,61.5,2013
495,"Oglethorpe, GA",GA,13221,34.0,2013
496,"Paulding, GA",GA,13223,66.2,2013
497,"Peach, GA",GA,13225,95.2,2013
498,"Pickens, GA",GA,13227,132.4,2013
499,"Pierce, GA",GA,13229,59.0,2013
500,"Pike, GA",GA,13231,12.6,2013
501,"Polk, GA",GA,13233,198.9,2013
502,"Pulaski, GA",GA,13235,107.0,2013
503,"Putnam, GA",GA,13237,73.2,2013
504,"Quitman, GA",GA,13239,–,2013
505,"Rabun, GA",GA,13241,164.8,2013
506,"Randolph, GA",GA,13243,191.2,2013
507,"Richmond, GA",GA,13245,107.5,2013
508,"Rockdale, GA",GA,13247,81.2,2013
509,"Schley, GA",GA,13249,–,2013
510,"Screven, GA",GA,13251,39.6,2013
511,"Seminole, GA",GA,13253,210.0,2013
512,"Spalding, GA",GA,13255,162.3,2013
513,"Stephens, GA",GA,13257,180.4,2013
514,"Stewart, GA",GA,13259,72.5,2013
515,"Sumter, GA",GA,13261,106.1,2013
516,"Talbot, GA",GA,13263,–,2013
517,"Taliaferro, GA",GA,13265,–,2013
518,"Tattnall, GA",GA,13267,58.5,2013
519,"Taylor, GA",GA,13269,44.3,2013
520,"Telfair, GA",GA,13271,65.8,2013
521,"Terrell, GA",GA,13273,50.8,2013
522,"Thomas, GA",GA,13275,106.8,2013
523,"Tift, GA",GA,13277,158.3,2013
524,"Toombs, GA",GA,13279,180.7,2013
525,"Towns, GA",GA,13281,125.0,2013
526,"Treutlen, GA",GA,13283,31.6,2013
527,"Troup, GA",GA,13285,125.2,2013
528,"Turner, GA",GA,13287,79.7,2013
529,"Twiggs, GA",GA,13289,–,2013
530,"Union, GA",GA,13291,170.0,2013
531,"Upson, GA",GA,13293,149.7,2013
532,"Walker, GA",GA,13295,48.5,2013
533,"Walton, GA",GA,13297,119.0,2013
534,"Ware, GA",GA,13299,212.6,2013
535,"Warren, GA",GA,13301,–,2013
536,"Washington, GA",GA,13303,109.2,2013
537,"Wayne, GA",GA,13305,153.1,2013
538,"Webster, GA",GA,13307,–,2013
539,"Wheeler, GA",GA,13309,31.0,2013
540,"White, GA",GA,13311,96.2,2013
541,"Whitfield, GA",GA,13313,104.1,2013
542,"Wilcox, GA",GA,13315,–,2013
543,"Wilkes, GA",GA,13317,173.1,2013
544,"Wilkinson, GA",GA,13319,69.4,2013
545,"Worth, GA",GA,13321,97.9,2013
546,"Hawaii, HI",HI,15001,84.3,2013
547,"Honolulu, HI",HI,15003,39.0,2013
548,"Kalawao, HI",HI,15005,–,2013
549,"Kauai, HI",HI,15007,70.8,2013
550,"Maui, HI",HI,15009,62.8,2013
551,"Adair, IA",IA,19001,46.0,2013
552,"Adams, IA",IA,19003,–,2013
553,"Allamakee, IA",IA,19005,53.8,2013
554,"Appanoose, IA",IA,19007,131.4,2013
555,"Audubon, IA",IA,19009,52.8,2013
556,"Benton, IA",IA,19011,8.7,2013
557,"Black Hawk, IA",IA,19013,86.5,2013
558,"Boone, IA",IA,19015,63.7,2013
559,"Bremer, IA",IA,19017,43.7,2013
560,"Buchanan, IA",IA,19019,46.3,2013
561,"Buena Vista, IA",IA,19021,46.3,2013
562,"Butler, IA",IA,19023,35.2,2013
563,"Calhoun, IA",IA,19025,49.1,2013
564,"Carroll, IA",IA,19027,120.0,2013
565,"Cass, IA",IA,19029,115.0,2013
566,"Cedar, IA",IA,19031,20.7,2013
567,"Cerro Gordo, IA",IA,19033,120.6,2013
568,"Cherokee, IA",IA,19035,64.5,2013
569,"Chickasaw, IA",IA,19037,38.8,2013
570,"Clarke, IA",IA,19039,96.3,2013
571,"Clay, IA",IA,19041,112.1,2013
572,"Clayton, IA",IA,19043,41.0,2013
573,"Clinton, IA",IA,19045,85.2,2013
574,"Crawford, IA",IA,19047,64.3,2013
575,"Dallas, IA",IA,19049,17.6,2013
576,"Davis, IA",IA,19051,62.1,2013
577,"Decatur, IA",IA,19053,18.2,2013
578,"Delaware, IA",IA,19055,50.8,2013
