"Notes"	"County"	"County Code"	Deaths	Population	Crude Rate
	"Morris County, NJ"	"34027"	21	489743	4.29
	"Ocean County, NJ"	"34029"	25	569485	4.39
	"Passaic County, NJ"	"34031"	23	494904	4.65
	"Union County, NJ"	"34039"	15	527528	Unreliable
	"Bernalillo County, NM"	"35001"	166	646879	25.66
	"Dona Ana County, NM"	"35013"	19	200855	Unreliable
	"Eddy County, NM"	"35015"	11	52566	Unreliable
	"Rio Arriba County, NM"	"35039"	16	40008	Unreliable
	"Sandoval County, NM"	"35043"	13	125368	Unreliable
	"Santa Fe County, NM"	"35049"	17	141704	Unreliable
	"Valencia County, NM"	"35061"	13	74879	Unreliable
	"Albany County, NY"	"36001"	18	303739	Unreliable
	"Bronx County, NY"	"36005"	90	1363488	6.60
	"Dutchess County, NY"	"36027"	28	296267	9.45
	"Erie County, NY"	"36029"	52	920571	5.65
	"Kings County, NY"	"36047"	134	2460361	5.45
	"Monroe County, NY"	"36055"	41	741018	5.53
	"Nassau County, NY"	"36059"	95	1325129	7.17
	"New York County, NY"	"36061"	80	1587022	5.04
	"Niagara County, NY"	"36063"	17	215793	Unreliable
	"Onondaga County, NY"	"36067"	27	463472	5.83
	"Orange County, NY"	"36071"	28	370201	7.56
	"Queens County, NY"	"36081"	90	2193623	4.10
	"Richmond County, NY"	"36085"	45	463701	9.70
	"Rockland County, NY"	"36087"	12	305413	Unreliable
	"Saratoga County, NY"	"36091"	14	217282	Unreliable
	"Suffolk County, NY"	"36103"	152	1480218	10.27
	"Sullivan County, NY"	"36105"	14	77755	Unreliable
	"Westchester County, NY"	"36119"	46	937449	4.91
	"Alamance County, NC"	"37001"	17	147704	Unreliable
	"Brunswick County, NC"	"37019"	12	103257	Unreliable
	"Buncombe County, NC"	"37021"	20	233772	8.56
	"Burke County, NC"	"37023"	20	90788	22.03
	"Cabarrus County, NC"	"37025"	19	171915	Unreliable
	"Caldwell County, NC"	"37027"	14	82527	Unreliable
	"Carteret County, NC"	"37031"	12	64700	Unreliable
	"Catawba County, NC"	"37035"	17	153848	Unreliable
	"Cleveland County, NC"	"37045"	16	98155	Unreliable
	"Craven County, NC"	"37049"	11	99423	Unreliable
	"Cumberland County, NC"	"37051"	20	311800	6.41
	"Davidson County, NC"	"37057"	25	161520	15.48
	"Durham County, NC"	"37063"	24	259356	9.25
	"Forsyth County, NC"	"37067"	28	344330	8.13
	"Gaston County, NC"	"37071"	23	204454	11.25
	"Guilford County, NC"	"37081"	25	477809	5.23
	"Harnett County, NC"	"37085"	13	108752	Unreliable
	"Henderson County, NC"	"37089"	16	104289	Unreliable
	"Iredell County, NC"	"37097"	15	156204	Unreliable
	"Mecklenburg County, NC"	"37119"	40	887991	4.50
	"New Hanover County, NC"	"37129"	29	197709	14.67
	"Pitt County, NC"	"37147"	13	162116	Unreliable
	"Rockingham County, NC"	"37157"	15	93299	Unreliable
	"Rowan County, NC"	"37159"	27	137721	19.60
	"Rutherford County, NC"	"37161"	17	67145	Unreliable
	"Stokes County, NC"	"37169"	11	47363	Unreliable
	"Union County, NC"	"37179"	12	193678	Unreliable
	"Wake County, NC"	"37183"	42	856492	4.90
	"Wilkes County, NC"	"37193"	25	69317	36.07
	"Butler County, OH"	"39017"	38	364179	10.43
	"Clark County, OH"	"39023"	13	139404	Unreliable
	"Clermont County, OH"	"39025"	32	195891	16.34
	"Cuyahoga County, OH"	"39035"	111	1291479	8.59
	"Franklin County, OH"	"39049"	89	1141183	7.80
	"Greene County, OH"	"39057"	15	160115	Unreliable
	"Hamilton County, OH"	"39061"	84	799840	10.50
	"Lake County, OH"	"39085"	19	229904	Unreliable
	"Lorain County, OH"	"39093"	10	299814	Unreliable
	"Lucas County, OH"	"39095"	32	443909	7.21
	"Mahoning County, OH"	"39099"	26	241572	10.76
	"Medina County, OH"	"39103"	10	170330	Unreliable
	"Miami County, OH"	"39109"	15	102430	Unreliable
	"Montgomery County, OH"	"39113"	69	537664	12.83
	"Scioto County, OH"	"39145"	11	79133	Unreliable
	"Stark County, OH"	"39151"	11	377141	Unreliable
	"Summit County, OH"	"39153"	21	543116	3.87
	"Trumbull County, OH"	"39155"	22	212191	10.37
	"Warren County, OH"	"39165"	12	208640	Unreliable
	"Cherokee County, OK"	"40021"	10	46217	Unreliable
	"Cleveland County, OK"	"40027"	19	246790	Unreliable
	"Creek County, OK"	"40037"	18	68817	Unreliable
	"Muskogee County, OK"	"40101"	16	70050	Unreliable
	"Oklahoma County, OK"	"40109"	67	701484	9.55
	"Pottawatomie County, OK"	"40125"	11	68752	Unreliable
	"Rogers County, OK"	"40131"	10	85390	Unreliable
	"Tulsa County, OK"	"40143"	97	588510	16.48
	"Clackamas County, OR"	"41005"	22	371103	5.93
	"Douglas County, OR"	"41019"	10	107316	Unreliable
	"Jackson County, OR"	"41029"	17	201162	Unreliable
	"Josephine County, OR"	"41033"	11	82389	Unreliable
	"Klamath County, OR"	"41035"	10	66732	Unreliable
	"Lane County, OR"	"41039"	36	348176	10.34
	"Marion County, OR"	"41047"	16	309729	Unreliable
	"Multnomah County, OR"	"41051"	110	712989	15.43
	"Washington County, OR"	"41067"	25	515815	4.85
	"Allegheny County, PA"	"42003"	171	1221071	14.00
	"Beaver County, PA"	"42007"	17	171336	Unreliable
	"Berks County, PA"	"42011"	19	407737	Unreliable
	"Bucks County, PA"	"42017"	13	623297	Unreliable
	"Butler County, PA"	"42019"	14	182673	Unreliable
	"Cambria County, PA"	"42021"	21	144646	14.52
	"Delaware County, PA"	"42045"	17	556246	Unreliable
	"Fayette County, PA"	"42051"	17	138813	Unreliable
	"Lackawanna County, PA"	"42069"	26	214044	12.15
	"Lehigh County, PA"	"42077"	11	344743	Unreliable
	"Montgomery County, PA"	"42091"	32	789250	4.05
	"Philadelphia County, PA"	"42101"	43	1499731	2.87
	"Washington County, PA"	"42125"	16	207240	Unreliable
	"Westmoreland County, PA"	"42129"	28	366058	7.65
	"Kent County, RI"	"44003"	22	167269	13.15
	"Providence County, RI"	"44007"	84	627889	13.38
	"Washington County, RI"	"44009"	14	126672	Unreliable
	"Aiken County, SC"	"45003"	13	156896	Unreliable
	"Charleston County, SC"	"45019"	20	341921	5.85
	"Dorchester County, SC"	"45035"	11	130593	Unreliable
	"Greenville County, SC"	"45045"	42	438742	9.57
	"Pickens County, SC"	"45077"	11	118330	Unreliable
	"Richland County, SC"	"45079"	11	373789	Unreliable
	"Spartanburg County, SC"	"45083"	11	279673	Unreliable
	"Minnehaha County, SD"	"46099"	11	166320	Unreliable
	"Anderson County, TN"	"47001"	11	74397	Unreliable
	"Blount County, TN"	"47009"	10	121716	Unreliable
	"Campbell County, TN"	"47013"	10	40672	Unreliable
	"Davidson County, TN"	"47037"	54	612649	8.81
	"Dickson County, TN"	"47043"	11	48929	Unreliable
	"Hamilton County, TN"	"47065"	29	328711	8.82
	"Knox County, TN"	"47093"	76	425276	17.87
	"Rutherford County, TN"	"47149"	27	252565	10.69
	"Shelby County, TN"	"47157"	36	920685	3.91
	"Sumner County, TN"	"47165"	10	155999	Unreliable
	"Bexar County, TX"	"48029"	95	1651709	5.75
	"Brazoria County, TX"	"48039"	20	301336	6.64
	"Collin County, TX"	"48085"	27	741264	3.64
	"Dallas County, TX"	"48113"	78	2314018	3.37
	"Denton County, TX"	"48121"	24	630104	3.81
	"El Paso County, TX"	"48141"	37	769930	4.81
	"Galveston County, TX"	"48167"	25	288643	8.66
	"Harris County, TX"	"48201"	164	3938580	4.16
	"Jefferson County, TX"	"48245"	12	249430	Unreliable
	"Montgomery County, TX"	"48339"	43	429818	10.00
	"Nueces County, TX"	"48355"	26	333526	7.80
	"Tarrant County, TX"	"48439"	46	1745602	2.64
	"Travis County, TX"	"48453"	39	980699	3.98
	"Webb County, TX"	"48479"	15	240287	Unreliable
	"Williamson County, TX"	"48491"	10	395437	Unreliable
	"Davis County, UT"	"49011"	48	295801	16.23
	"Salt Lake County, UT"	"49035"	150	999553	15.01
	"Utah County, UT"	"49049"	45	487615	9.23
	"Washington County, UT"	"49053"	15	135552	Unreliable
	"Weber County, UT"	"49057"	37	223676	16.54
	"Chittenden County, VT"	"50007"	10	154659	Unreliable
	"Windsor County, VT"	"50027"	11	56850	Unreliable
	"Arlington County, VA"	"51013"	10	196305	Unreliable
	"Buchanan County, VA"	"51027"	11	24371	Unreliable
	"Chesterfield County, VA"	"51041"	28	309837	9.04
	"Fairfax County, VA"	"51059"	35	1044178	3.35
	"Henrico County, VA"	"51087"	22	300198	7.33
	"Henry County, VA"	"51089"	13	55073	Unreliable
	"Prince William County, VA"	"51153"	15	374776	Unreliable
	"Spotsylvania County, VA"	"51177"	10	120195	Unreliable
	"Tazewell County, VA"	"51185"	11	45020	Unreliable
	"Alexandria city, VA"	"51510"	10	132949	Unreliable
	"Chesapeake city, VA"	"51550"	12	218458	Unreliable
	"Norfolk city, VA"	"51710"	10	241201	Unreliable
	"Richmond city, VA"	"51760"	17	202254	Unreliable
	"Virginia Beach city, VA"	"51810"	29	433331	6.69
	"Benton County, WA"	"53005"	10	166573	Unreliable
	"Clallam County, WA"	"53009"	16	70769	Unreliable
	"Clark County, WA"	"53011"	48	415282	11.56
	"Cowlitz County, WA"	"53015"	19	101688	Unreliable
	"King County, WA"	"53033"	180	1875020	9.60
	"Kitsap County, WA"	"53035"	21	246912	8.51
	"Lewis County, WA"	"53041"	10	74899	Unreliable
	"Pierce County, WA"	"53053"	97	785400	12.35
	"Skagit County, WA"	"53057"	11	115808	Unreliable
	"Snohomish County, WA"	"53061"	101	694622	14.54
	"Spokane County, WA"	"53063"	34	462263	7.36
	"Thurston County, WA"	"53067"	21	244332	8.59
	"Whatcom County, WA"	"53073"	19	196708	Unreliable
	"Yakima County, WA"	"53077"	10	235272	Unreliable
	"Berkeley County, WV"	"54003"	18	101629	Unreliable
	"Cabell County, WV"	"54011"	25	95209	26.26
	"Fayette County, WV"	"54019"	13	46171	Unreliable
	"Jefferson County, WV"	"54037"	11	52184	Unreliable
	"Kanawha County, WV"	"54039"	51	192414	26.51
	"McDowell County, WV"	"54047"	21	22494	93.36
	"Mercer County, WV"	"54055"	21	61848	33.95
	"Mingo County, WV"	"54059"	16	26850	Unreliable
	"Monongalia County, WV"	"54061"	11	92200	Unreliable
	"Raleigh County, WV"	"54081"	15	78379	Unreliable
	"Wood County, WV"	"54107"	12	86783	Unreliable
	"Wyoming County, WV"	"54109"	19	23957	Unreliable
	"Dane County, WI"	"55025"	34	477791	7.12
	"Kenosha County, WI"	"55059"	22	164636	13.36
	"Milwaukee County, WI"	"55079"	134	934752	14.34
	"Racine County, WI"	"55101"	17	194730	Unreliable
	"Rock County, WI"	"55105"	10	160647	Unreliable
	"Waukesha County, WI"	"55133"	27	386691	6.98
	"Winnebago County, WI"	"55139"	13	164910	Unreliable
"Total"			19582	304093966	6.44
"---"
"Dataset: Multiple Cause of Death, 1999-2020"
"Query Parameters:"
"MCD - ICD-10 Codes: T40.0 (Opium); T40.1 (Heroin); T40.2 (Other opioids); T40.3 (Methadone); T40.4 (Other synthetic narcotics);"
"T40.6 (Other and unspecified narcotics)"
"UCD - ICD-10 Codes: X40 (Accidental poisoning by and exposure to nonopioid analgesics, antipyretics and antirheumatics); X41"
"(Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not"
"elsewhere classified); X42 (Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not"
"elsewhere classified); X43 (Accidental poisoning by and exposure to other drugs acting on the autonomic nervous system); X44"
"(Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances); X60 (Intentional"
"self-poisoning by and exposure to nonopioid analgesics, antipyretics and antirheumatics); X61 (Intentional self-poisoning by and"
"exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified); X62"
"(Intentional self-poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified); X63"
"(Intentional self-poisoning by and exposure to other drugs acting on the autonomic nervous system); X64 (Intentional"
"self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances); X85 (Assault by drugs,"
"medicaments and biological substances); Y10 (Poisoning by and exposure to nonopioid analgesics, antipyretics and antirheumatics,"
"undetermined intent); Y11 (Poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic"
"drugs, not elsewhere classified, undetermined intent); Y12 (Poisoning by and exposure to narcotics and psychodysleptics"
"[hallucinogens], not elsewhere classified, undetermined intent); Y13 (Poisoning by and exposure to other drugs acting on the"
"autonomic nervous system, undetermined intent); Y14 (Poisoning by and exposure to other and unspecified drugs, medicaments and"
"biological substances, undetermined intent)"
"Year/Month: 2008"
"Group By: County"
"Show Totals: True"
"Show Zero Values: False"
"Show Suppressed: False"
"Calculate Rates Per: 100,000"
"Rate Options: Default intercensal populations for years 2001-2009 (except Infant Age Groups)"
"---"
"Help: See http://wonder.cdc.gov/wonder/help/mcd.html for more information."
"---"
"Query Date: Oct 29, 2023 5:06:48 PM"
"---"
"Suggested Citation: Centers for Disease Control and Prevention, National Center for Health Statistics. National Vital Statistics"
"System, Mortality 1999-2020 on CDC WONDER Online Database, released in 2021. Data are from the Multiple Cause of Death Files,"
"1999-2020, as compiled from data provided by the 57 vital statistics jurisdictions through the Vital Statistics Cooperative"
"Program. Accessed at http://wonder.cdc.gov/mcd-icd10.html on Oct 29, 2023 5:06:48 PM"
"---"
Messages:
"1. Rows with zero Deaths are hidden, but the Population values in those rows are included in the totals. Use Quick Options above"
"to show zero rows."
"2. Rows with suppressed Deaths are hidden, but the Deaths and Population values in those rows are included in the totals. Use"
"Quick Options above to show suppressed rows."
"---"
Footnotes:
"1. Data are not available for this area for all of the requested years. See Caveats below for more information."
"2. Deaths for Allen Parish, Louisiana are under reported in years 2006 through 2008. See Caveats below for more information."
"---"
Caveats:
"1. Circumstances in Georgia for the years 2008 and 2009 have resulted in unusually high death counts for the ICD-10 cause of"
"death code R99, ""Other ill-defined and unspecified causes of mortality."" Caution should be used in interpreting these data."
"More information: http://wonder.cdc.gov/wonder/help/mcd.html#Georgia-Reporting-Anomalies."
"2. Data for Prince of Wales-Hyder Census Area, AK (FIPS code 02198), Hoonah-Angoon Census Area, AK (FIPS code 02105), Skagway"
"Municipality, AK (FIPS code 02230), Petersburg Borough/Census Area, AK (FIPS code 02195) and Wrangell City and Borough, AK (FIPS"
"code 02275) are only available for 2014 and later; for computational purposes, counts and population estimates for 2013 and"
"earlier are set to zero. Thus, counts and rates shown in multi-year requests for this entity do not include any data for years"
"before 2014, only data for 2014 and later. More information: http://wonder.cdc.gov/wonder/help/mcd.html#Alaska2014."
"3. Death rates for Clifton Forge city, Virginia (FIPS code 51560) are available only for 1999-2000. For 2001 and beyond, death"
"counts and population estimates for Clifton Forge city have been combined with those for Alleghany county, Virginia (FIPS code"
"51005). Death counts and population estimates for this entity from multi-year requests, only reflect data from 1999 and 2000;"
"for 2001 and beyond they have been set to zero. More information: http://wonder.cdc.gov/wonder/help/mcd.html#Clifton Forge."
"4. Deaths for Allen Parish, Louisiana (FIPS code 22003] in years 2006 through 2008 are under reported due to problems with"
"registering the deaths with the Louisiana Vital Statistics Office."
"5. Deaths and population estimates are shown separately from the adjacent counties for Carson City, Nevada (FIPS code 32510)."
"6. Deaths and population estimates are reported separately for Baltimore City (FIPS code 24510) and Baltimore county (FIPS code"
"24005)."
"7. Deaths and population estimates are reported separately for St. Louis City (FIPS code 29510) and county (FIPS code 29189)."
"8. Data are Suppressed when the data meet the criteria for confidentiality constraints. More information:"
"http://wonder.cdc.gov/wonder/help/mcd.html#Assurance of Confidentiality."
"9. Death rates are flagged as Unreliable when the rate is calculated with a numerator of 20 or less. More information:"
"http://wonder.cdc.gov/wonder/help/mcd.html#Unreliable."
"10. The population figures for year 2020 are bridged-race estimates of the July 1 resident population, from the Vintage 2020"
"postcensal series released by NCHS on September 22, 2021. The population figures for year 2019 are bridged-race estimates of the"
