"Notes"	"County"	"County Code"	Deaths	Population	Crude Rate
	"Lee County, NC"	"37105"	16	61779	Unreliable
	"Lenoir County, NC"	"37107"	13	55949	Unreliable
	"Mecklenburg County, NC"	"37119"	151	1110356	13.60
	"Moore County, NC"	"37125"	19	100880	Unreliable
	"Nash County, NC"	"37127"	12	94298	Unreliable
	"New Hanover County, NC"	"37129"	57	234473	24.31
	"Onslow County, NC"	"37133"	28	197938	14.15
	"Orange County, NC"	"37135"	11	148476	Unreliable
	"Pasquotank County, NC"	"37139"	12	39824	Unreliable
	"Pender County, NC"	"37141"	10	63060	Unreliable
	"Pitt County, NC"	"37147"	35	180742	19.36
	"Randolph County, NC"	"37151"	50	143667	34.80
	"Robeson County, NC"	"37155"	48	130625	36.75
	"Rockingham County, NC"	"37157"	20	91010	21.98
	"Rowan County, NC"	"37159"	41	142088	28.86
	"Stanly County, NC"	"37167"	16	62806	Unreliable
	"Surry County, NC"	"37171"	14	71783	Unreliable
	"Union County, NC"	"37179"	24	239859	10.01
	"Vance County, NC"	"37181"	12	44535	Unreliable
	"Wake County, NC"	"37183"	104	1111761	9.35
	"Wayne County, NC"	"37191"	30	123131	24.36
	"Wilkes County, NC"	"37193"	11	68412	Unreliable
	"Wilson County, NC"	"37195"	21	81801	25.67
	"Ward County, ND"	"38101"	10	67641	Unreliable
	"Adams County, OH"	"39001"	11	27698	Unreliable
	"Ashtabula County, OH"	"39007"	27	97241	27.77
	"Belmont County, OH"	"39013"	16	67006	Unreliable
	"Brown County, OH"	"39015"	13	43432	Unreliable
	"Butler County, OH"	"39017"	148	383134	38.63
	"Clark County, OH"	"39023"	47	134083	35.05
	"Clermont County, OH"	"39025"	71	206428	34.39
	"Clinton County, OH"	"39027"	12	41968	Unreliable
	"Columbiana County, OH"	"39029"	10	101883	Unreliable
	"Cuyahoga County, OH"	"39035"	418	1235072	33.84
	"Delaware County, OH"	"39041"	20	209177	9.56
	"Erie County, OH"	"39043"	12	74266	Unreliable
	"Fairfield County, OH"	"39045"	21	157574	13.33
	"Fayette County, OH"	"39047"	10	28525	Unreliable
	"Franklin County, OH"	"39049"	504	1316756	38.28
	"Gallia County, OH"	"39053"	20	29898	66.89
	"Geauga County, OH"	"39055"	19	93649	Unreliable
	"Greene County, OH"	"39057"	37	168937	21.90
	"Hamilton County, OH"	"39061"	319	817473	39.02
	"Hancock County, OH"	"39063"	10	75783	Unreliable
	"Highland County, OH"	"39071"	15	43161	Unreliable
	"Huron County, OH"	"39077"	23	58266	39.47
	"Jefferson County, OH"	"39081"	17	65325	Unreliable
	"Lake County, OH"	"39085"	68	230149	29.55
	"Lawrence County, OH"	"39087"	23	59463	38.68
	"Licking County, OH"	"39089"	17	176862	Unreliable
	"Lorain County, OH"	"39093"	87	309833	28.08
	"Lucas County, OH"	"39095"	197	428348	45.99
	"Madison County, OH"	"39097"	17	44731	Unreliable
	"Mahoning County, OH"	"39099"	93	228683	40.67
	"Marion County, OH"	"39101"	22	65093	33.80
	"Medina County, OH"	"39103"	15	179746	Unreliable
	"Miami County, OH"	"39109"	20	106987	18.69
	"Montgomery County, OH"	"39113"	227	531687	42.69
	"Morrow County, OH"	"39117"	13	35328	Unreliable
	"Muskingum County, OH"	"39119"	17	86215	Unreliable
	"Pickaway County, OH"	"39129"	15	58457	Unreliable
	"Pike County, OH"	"39131"	11	27772	Unreliable
	"Portage County, OH"	"39133"	25	162466	15.39
	"Preble County, OH"	"39135"	11	40882	Unreliable
	"Richland County, OH"	"39139"	50	121154	41.27
	"Ross County, OH"	"39141"	29	76666	37.83
	"Sandusky County, OH"	"39143"	11	58518	Unreliable
	"Scioto County, OH"	"39145"	76	75314	100.91
	"Shelby County, OH"	"39149"	13	48590	Unreliable
	"Stark County, OH"	"39151"	81	370606	21.86
	"Summit County, OH"	"39153"	164	541013	30.31
	"Trumbull County, OH"	"39155"	89	197974	44.96
	"Tuscarawas County, OH"	"39157"	12	91987	Unreliable
	"Union County, OH"	"39159"	13	58988	Unreliable
	"Warren County, OH"	"39165"	40	234602	17.05
	"Wayne County, OH"	"39169"	13	115710	Unreliable
	"Wood County, OH"	"39173"	22	130817	16.82
	"Cleveland County, OK"	"40027"	15	284014	Unreliable
	"Oklahoma County, OK"	"40109"	65	797434	8.15
	"Tulsa County, OK"	"40143"	68	651552	10.44
	"Clackamas County, OR"	"41005"	23	418187	5.50
	"Deschutes County, OR"	"41017"	10	197692	Unreliable
	"Douglas County, OR"	"41019"	12	110980	Unreliable
	"Jackson County, OR"	"41029"	17	220944	Unreliable
	"Josephine County, OR"	"41033"	11	87487	Unreliable
	"Lane County, OR"	"41039"	28	382067	7.33
	"Marion County, OR"	"41047"	17	347818	Unreliable
	"Multnomah County, OR"	"41051"	114	812855	14.02
